ICB23CD,ICB23NM,mh_snomed,mhsds_flag,Der_Financial_Year,assess_attends,assess_time_total,treat_attends,treat_time_total,conclude_attends,conclude_time_total,depart_attends,depart_time_total,decadm_attends,decadm_time_total
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,0,2021/22,123059,2569547,133231,15639626,133543,16298082,132908,36813750,9021,2153113
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,0,2022/23,135548,3580172,140040,18746058,140042,18759686,135882,44015692,12685,3762326
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,0,2023/24,142092,3027245,144930,18639785,144930,18639785,141124,46173000,13978,3947659
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,1,2019/20,11384,261516,14301,1574046,14850,3755882,14858,4042804,3411,779819
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,1,2020/21,22656,321409,19743,1473337,27715,3768482,27747,6996902,2466,463547
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,1,2021/22,48723,1009255,52594,6810607,52713,7116627,52397,16757641,3891,999175
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,1,2022/23,50818,1401608,52785,8118232,52785,8121657,50378,19160335,5236,1680313
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,0,1,2023/24,51725,1157608,52904,7755888,52904,7755888,50720,19459886,5147,1681140
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,0,2019/20,93,1706,105,11471,106,24600,106,24215,5,964
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,0,2020/21,291,3919,243,19872,343,46614,343,68709,2,52
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,0,2021/22,469,9211,510,70553,510,73236,508,130052,8,1740
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,0,2022/23,410,10809,419,64679,419,64679,418,120949,6,1856
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,0,2023/24,403,8146,414,61663,414,61663,409,124021,10,4397
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,1,2019/20,702,18556,791,97887,793,257501,793,263199,21,4475
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,1,2020/21,1674,26158,1110,95946,1880,370953,1877,522777,26,4861
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,1,2021/22,2358,46100,2556,372207,2554,388819,2536,833576,51,16502
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,1,2022/23,2331,65596,2407,430807,2407,430807,2349,866586,88,35254
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,1,1,2023/24,2377,56241,2409,409017,2409,409017,2328,914546,127,46081
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,0,2019/20,136835,4835501,164374,16590467,167784,34809249,167838,36946158,31689,7178314
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,0,2020/21,124052,3291836,140040,11095425,142331,27980005,141927,29750869,33109,6901653
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,0,2021/22,165532,5642948,175291,20818964,176408,39473758,176506,47718958,38708,9920253
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,0,2022/23,145340,4245284,173463,18830159,173463,18838579,173940,53200324,38255,11384020
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,0,2023/24,141452,2643578,183261,14260458,183261,14260458,186576,49560410,44248,10325034
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,1,2019/20,63196,2608197,76588,8595867,78209,19232755,78202,20306661,18956,4442962
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,1,2020/21,63972,1981464,71294,6661984,72560,17123819,72206,18079354,21936,4769365
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,1,2021/22,74110,3002185,78784,10953941,79252,21789605,79109,25905267,22853,6114666
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,1,2022/23,56054,1746238,73095,8905295,73095,8910291,72456,27501503,21468,6534925
E54000022,NHS Norfolk and Waveney Integrated Care Board,0,1,2023/24,58063,1146002,73255,6368517,73255,6368517,74420,24406759,22680,5514556
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,0,2019/20,657,30079,791,96889,810,177967,813,181842,34,9914
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,0,2020/21,714,22587,781,65770,797,144117,798,149497,32,5215
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,0,2021/22,687,23483,718,100532,729,158289,726,181586,36,7514
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,0,2022/23,574,16524,690,97503,690,97503,703,195550,29,8219
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,0,2023/24,621,10806,753,78111,753,78111,775,177483,44,6762
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,1,2019/20,3340,152568,4082,533774,4140,1157136,4133,1193233,293,91517
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,1,2020/21,3362,112860,3642,402733,3663,969459,3656,1006592,375,115004
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,1,2021/22,3690,143216,3878,527224,3847,1034636,3842,1227605,343,129150
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,1,2022/23,2920,94431,3585,445261,3585,445261,3444,1142034,405,157842
E54000022,NHS Norfolk and Waveney Integrated Care Board,1,1,2023/24,3499,84138,4041,390741,4041,390741,3892,1194002,626,197522
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,0,2019/20,99089,1863187,104697,9551466,113444,17614105,114804,21740344,31511,5556850
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,0,2020/21,71331,999591,82679,4345889,87030,11126722,88098,14601847,26216,3970195
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,0,2021/22,122712,2433279,140645,11256378,141407,16261025,150483,35486962,35805,7601638
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,0,2022/23,123221,3310084,139686,13530869,139695,13550235,150370,45388966,38137,10340346
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,0,2023/24,130919,2750944,143346,12500600,143346,12500600,153204,44324183,41457,10377516
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,1,2019/20,38352,724574,40375,3812980,44014,7512635,44582,9319384,14239,2688139
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,1,2020/21,30946,431279,35025,1982321,37177,5417597,37650,7038561,12490,1999534
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,1,2021/22,48149,921818,54147,4549403,54558,6732792,58298,15779111,16190,3747503
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,1,2022/23,45732,1252187,50757,5169401,50758,5175588,54807,19571168,16795,4971241
E54000023,NHS Suffolk and North East Essex Integrated Care Board,0,1,2023/24,47780,1016930,51943,4835290,51943,4835290,55310,18926416,17135,4681581
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,0,2019/20,144,3147,166,19102,171,27077,171,33690,15,2344
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,0,2020/21,91,1525,104,6667,106,14898,106,18042,12,2134
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,0,2021/22,156,2786,195,15687,195,19728,196,44142,6,1781
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,0,2022/23,180,5206,195,18831,195,18831,192,53934,14,5531
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,0,2023/24,173,3713,200,20976,200,20976,198,56037,16,5362
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,1,2019/20,744,18166,822,95988,858,183087,863,210930,92,17973
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,1,2020/21,302,4549,322,23269,344,67095,344,77177,29,4983
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,1,2021/22,898,17476,1040,88157,1045,115982,1030,344493,158,71397
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,1,2022/23,896,29910,980,105931,981,107277,886,354570,169,76479
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,1,2023/24,909,21015,1002,96745,1002,96745,876,339598,168,89426
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,0,2019/20,162140,3191772,149400,15274395,165772,38467938,172486,32031781,16668,3801043
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,0,2020/21,124916,2547735,128892,11115762,135045,31021120,138557,25052773,13961,2645860
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,0,2021/22,168041,5238342,168792,20639051,165629,40370175,183397,44915967,17040,4301164
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,0,2022/23,181069,5904386,187643,24490106,187647,24507336,198988,54203236,15424,4528061
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,0,2023/24,179981,4822047,186614,21670277,186614,21670277,197959,52516898,16823,4865507
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,1,2019/20,70536,1362746,63626,6696876,71298,18223218,74754,15765866,8659,2211341
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,1,2020/21,59109,1253482,59115,5104359,61585,15907276,63381,13412099,7267,1516642
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,1,2021/22,66741,2155352,65576,8366979,64026,17268312,71022,20218281,7369,2169005
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,1,2022/23,67444,2342961,67567,9219212,67564,9225912,72380,24179094,6242,2149232
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,0,1,2023/24,64667,1872278,64826,7753466,64826,7753466,69546,22616718,6464,2163998
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,0,2019/20,413,9386,383,35256,420,94165,428,78423,12,2689
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,0,2020/21,628,13792,614,38089,630,138865,639,114534,8,1730
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,0,2021/22,588,20842,562,70321,538,148818,582,144911,6,1254
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,0,2022/23,451,17581,445,65638,445,65638,460,135283,11,2710
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,0,2023/24,469,16175,463,63815,463,63815,482,125895,3,632
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,1,2019/20,2445,64207,2057,374006,2305,737039,2518,568303,192,45469
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,1,2020/21,2564,61811,2389,287012,2533,710240,2605,589943,78,17976
