ICB23CD,ICB23NM,mh_snomed,mhsds_flag,Der_Financial_Year,assess_attends,assess_time_total,treat_attends,treat_time_total,conclude_attends,conclude_time_total,depart_attends,depart_time_total,decadm_attends,decadm_time_total
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,1,2021/22,2561,93716,2268,474097,2192,788354,2468,770576,32,11047
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,1,2022/23,3004,124157,2400,541644,2402,542224,3019,965694,36,11071
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,1,1,2023/24,3055,110216,2244,464704,2244,464704,3072,963066,40,15486
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,0,2019/20,194357,4606919,153272,15651893,214111,46364091,214964,46931650,84013,16748291
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,0,2020/21,139373,3315926,111346,8132555,159094,34070624,159659,34747768,71623,13522510
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,0,2021/22,208261,8234836,173018,20370188,174883,29842990,238904,66128005,58757,15352469
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,0,2022/23,226011,8385624,242396,34352239,242418,34395937,262866,88349402,56445,19098828
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,0,2023/24,238618,6132094,233749,33119082,233749,33119082,258780,85107115,64613,21114260
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,1,2019/20,74683,1716916,56368,6272234,82131,21798285,82445,22180915,34883,8162179
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,1,2020/21,58183,1313048,43800,3472028,65682,17184886,65912,17705709,31167,6925331
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,1,2021/22,72788,2844883,58023,7413969,58510,10577205,82699,28290103,25933,7997670
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,1,2022/23,73109,2715219,79622,12851267,79626,12864688,85192,35916477,26095,10200578
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,0,1,2023/24,79806,2031581,78871,12433834,78871,12433834,84550,34732920,28696,10810458
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,0,2019/20,710,20173,630,69665,792,156683,792,154354,386,73874
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,0,2020/21,767,20470,848,65663,1029,181897,1031,181908,560,93177
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,0,2021/22,740,35587,878,111204,879,163126,1063,245416,204,40799
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,0,2022/23,693,26518,816,135626,816,135626,856,255607,27,10514
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,0,2023/24,588,16549,614,113571,614,113571,634,196968,29,10567
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,1,2019/20,2376,67292,1807,239069,2538,784183,2552,781382,855,256851
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,1,2020/21,2170,56236,1779,151638,2406,667749,2410,676076,888,240526
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,1,2021/22,2238,112121,1829,271133,1820,432227,2484,958425,444,179906
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,1,2022/23,2506,105232,2628,508559,2629,509202,2646,1132266,390,197453
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,1,1,2023/24,2636,75006,2650,481608,2650,481608,2592,1073204,370,187977
E54000026,NHS Mid and South Essex Integrated Care Board,0,0,2019/20,48818,1276214,66053,5993895,67314,12740740,67348,13274317,4404,1150327
E54000026,NHS Mid and South Essex Integrated Care Board,0,0,2020/21,36409,544419,56621,3612128,57435,9339969,57507,9673436,2990,686684
E54000026,NHS Mid and South Essex Integrated Care Board,0,0,2021/22,173348,3713926,222111,20418415,222678,21689133,232514,55357266,24034,7601729
E54000026,NHS Mid and South Essex Integrated Care Board,0,0,2022/23,171955,3752413,228814,26675971,228824,26703010,237263,72131755,35275,15203197
E54000026,NHS Mid and South Essex Integrated Care Board,0,0,2023/24,200260,3715334,242683,24758051,242683,24758051,253536,72712817,38094,13835524
E54000026,NHS Mid and South Essex Integrated Care Board,0,1,2019/20,21260,523801,30151,2786224,30654,7356542,30671,7818126,3127,969240
E54000026,NHS Mid and South Essex Integrated Care Board,0,1,2020/21,16423,236713,25861,1687865,26169,5415980,26196,5658817,1866,513881
E54000026,NHS Mid and South Essex Integrated Care Board,0,1,2021/22,75777,1492882,102092,9501262,102313,10105577,105858,30252982,14768,5225144
E54000026,NHS Mid and South Essex Integrated Care Board,0,1,2022/23,69026,1590687,98006,12577907,98015,12590947,100024,38294513,21937,10388674
E54000026,NHS Mid and South Essex Integrated Care Board,0,1,2023/24,77604,1569913,98052,10534275,98052,10534275,101665,35978321,20749,8383640
E54000026,NHS Mid and South Essex Integrated Care Board,1,0,2019/20,300,8562,363,38777,366,59770,366,60107,10,2034
E54000026,NHS Mid and South Essex Integrated Care Board,1,0,2020/21,239,3546,330,26045,331,51411,331,51817,2,180
E54000026,NHS Mid and South Essex Integrated Care Board,1,0,2021/22,747,16229,989,103251,991,105774,998,201604,14,3951
E54000026,NHS Mid and South Essex Integrated Care Board,1,0,2022/23,855,15060,1259,149662,1259,149899,1264,277020,21,10309
E54000026,NHS Mid and South Essex Integrated Care Board,1,0,2023/24,841,15471,1053,118495,1053,118495,1060,251552,31,13976
E54000026,NHS Mid and South Essex Integrated Care Board,1,1,2019/20,1607,50054,2092,178287,2099,340555,2099,343020,36,15510
E54000026,NHS Mid and South Essex Integrated Care Board,1,1,2020/21,1253,18306,1799,111542,1797,281749,1798,284081,28,9272
E54000026,NHS Mid and South Essex Integrated Care Board,1,1,2021/22,2884,61118,3960,384451,3960,401770,3910,1133729,211,84060
E54000026,NHS Mid and South Essex Integrated Care Board,1,1,2022/23,2625,65263,3584,488942,3583,488755,3452,1186745,249,120869
E54000026,NHS Mid and South Essex Integrated Care Board,1,1,2023/24,2507,50713,2947,350959,2947,350959,2888,928159,191,94430
E54000027,NHS North West London Integrated Care Board,0,0,2019/20,186735,7889149,208667,23697178,227341,61064737,228037,63779265,26894,6125008
E54000027,NHS North West London Integrated Care Board,0,0,2020/21,168191,4721014,179996,12786537,196019,43249372,196132,46387345,27766,5803900
E54000027,NHS North West London Integrated Care Board,0,0,2021/22,263969,10606832,293052,30150338,298074,35008357,319883,88173135,51439,12446399
E54000027,NHS North West London Integrated Care Board,0,0,2022/23,319366,13699692,321818,37966063,321911,38120871,350668,108253589,59096,17412388
E54000027,NHS North West London Integrated Care Board,0,0,2023/24,340961,8877360,327323,33736773,327323,33736773,364295,103763618,69947,23224049
E54000027,NHS North West London Integrated Care Board,0,1,2019/20,71601,2553134,86855,10513522,93722,30660516,94143,32332634,15596,3969695
E54000027,NHS North West London Integrated Care Board,0,1,2020/21,74118,1751303,84441,6482028,90214,23832780,90405,25944502,16635,3799618
E54000027,NHS North West London Integrated Care Board,0,1,2021/22,98986,3294138,116050,12535361,117579,14411671,124604,41991520,26735,7328245
E54000027,NHS North West London Integrated Care Board,0,1,2022/23,108594,3936751,114976,14346165,115016,14416966,124867,48410126,30471,10543001
E54000027,NHS North West London Integrated Care Board,0,1,2023/24,113277,2750081,111525,13139957,111525,13139957,124158,45099225,31949,12767638
E54000027,NHS North West London Integrated Care Board,1,0,2019/20,769,29860,956,122818,984,255049,996,254625,15,3313
E54000027,NHS North West London Integrated Care Board,1,0,2020/21,849,23872,986,78268,1011,230885,1015,238414,26,6559
E54000027,NHS North West London Integrated Care Board,1,0,2021/22,919,31309,1113,135674,1114,144854,1156,302640,33,9962
E54000027,NHS North West London Integrated Care Board,1,0,2022/23,1034,47003,1108,164427,1109,165235,1177,373717,48,21730
E54000027,NHS North West London Integrated Care Board,1,0,2023/24,805,19078,870,119469,870,119469,892,274595,66,22167
E54000027,NHS North West London Integrated Care Board,1,1,2019/20,3580,123768,3976,501990,4296,1610503,4355,1618613,167,50003
E54000027,NHS North West London Integrated Care Board,1,1,2020/21,4074,88921,4668,383790,4773,1539884,4830,1561997,197,55002
E54000027,NHS North West London Integrated Care Board,1,1,2021/22,5441,153264,6309,770030,6327,811456,6442,2362416,480,206692
E54000027,NHS North West London Integrated Care Board,1,1,2022/23,6510,213221,6689,966579,6691,970754,6679,2988066,981,499676
E54000027,NHS North West London Integrated Care Board,1,1,2023/24,5953,157596,5699,790967,5699,790967,5834,2700920,700,336647
E54000028,NHS North Central London Integrated Care Board,0,0,2019/20,141559,3307579,137829,14186077,157531,31838884,157407,35397372,27526,6758248
E54000028,NHS North Central London Integrated Care Board,0,0,2020/21,101859,1855947,102771,6415640,114811,19790590,114922,22707913,22891,4850799
E54000028,NHS North Central London Integrated Care Board,0,0,2021/22,212948,4617983,223417,23307394,227423,31492731,233521,61338340,43650,11204830
E54000028,NHS North Central London Integrated Care Board,0,0,2022/23,241404,5197755,240839,28616104,240905,28689065,252314,75982322,44426,13526460
E54000028,NHS North Central London Integrated Care Board,0,0,2023/24,231536,4343582,223355,24285593,223355,24285593,233230,68431520,49369,14927988
E54000028,NHS North Central London Integrated Care Board,0,1,2019/20,49211,1093929,48002,5002610,55221,13175445,55084,15153565,14298,3959357
E54000028,NHS North Central London Integrated Care Board,0,1,2020/21,38110,647863,38666,2546791,43283,8955615,43326,10672912,12850,2999085
E54000028,NHS North Central London Integrated Care Board,0,1,2021/22,72052,1433826,75563,8110807,76909,11583069,78712,26120618,23346,6810541
E54000028,NHS North Central London Integrated Care Board,0,1,2022/23,79346,1531620,79262,9474306,79284,9510804,81023,31080079,22994,7818700
E54000028,NHS North Central London Integrated Care Board,0,1,2023/24,79537,1386187,76704,8375743,76704,8375743,77756,28439595,24219,8185035
E54000028,NHS North Central London Integrated Care Board,1,0,2019/20,288,6172,296,34113,326,70021,328,70603,13,3210
E54000028,NHS North Central London Integrated Care Board,1,0,2020/21,259,4568,274,20784,293,56148,295,58212,15,2644
E54000028,NHS North Central London Integrated Care Board,1,0,2021/22,728,13548,829,101396,828,110228,838,192804,30,7851
E54000028,NHS North Central London Integrated Care Board,1,0,2022/23,588,11576,619,80325,617,80954,641,171659,26,13652
E54000028,NHS North Central London Integrated Care Board,1,0,2023/24,580,9482,579,75635,579,75635,601,159163,28,10465
E54000028,NHS North Central London Integrated Care Board,1,1,2019/20,970,22942,918,111624,1045,377699,1057,391350,111,42377
E54000028,NHS North Central London Integrated Care Board,1,1,2020/21,724,12661,750,64286,814,247084,820,280819,97,33316
E54000028,NHS North Central London Integrated Care Board,1,1,2021/22,2266,37602,2448,261174,2450,296936,2410,810811,538,170377
E54000028,NHS North Central London Integrated Care Board,1,1,2022/23,1791,35279,1775,225164,1778,229628,1758,733094,437,164538
E54000028,NHS North Central London Integrated Care Board,1,1,2023/24,2423,38791,2349,287690,2349,287690,2276,927951,653,260831
E54000029,NHS North East London Integrated Care Board,0,0,2019/20,191869,5333036,183467,14138497,273131,59678924,273145,67321871,59466,18571121
E54000029,NHS North East London Integrated Care Board,0,0,2020/21,135736,3041958,134119,7142377,186975,31005129,190398,44299642,47916,13202800
E54000029,NHS North East London Integrated Care Board,0,0,2021/22,272438,7464349,270065,26665422,271570,28531008,290712,80837337,54622,18750690
E54000029,NHS North East London Integrated Care Board,0,0,2022/23,284175,9140079,278781,33132261,278876,33261096,304201,96697582,49934,20750941
E54000029,NHS North East London Integrated Care Board,0,0,2023/24,280834,8088851,287654,32870977,287654,32870977,326846,100264177,52388,21066162
E54000029,NHS North East London Integrated Care Board,0,1,2019/20,71982,1757659,69847,5801693,104818,27679107,104766,31972091,31048,11372966
E54000029,NHS North East London Integrated Care Board,0,1,2020/21,56330,1111439,56408,3187523,79863,14930109,81214,22677996,27176,8257202
E54000029,NHS North East London Integrated Care Board,0,1,2021/22,98848,2394723,95972,9767140,96421,10456021,103870,35194116,29537,11455212
E54000029,NHS North East London Integrated Care Board,0,1,2022/23,95810,2811400,92710,11513077,92749,11582312,100470,39445597,26448,12478710
E54000029,NHS North East London Integrated Care Board,0,1,2023/24,91588,2541247,92547,11762244,92547,11762244,103678,39778313,24963,11712082
E54000029,NHS North East London Integrated Care Board,1,0,2019/20,469,10271,454,38074,619,138329,621,144259,48,16709
E54000029,NHS North East London Integrated Care Board,1,0,2020/21,349,6911,357,21275,503,93146,511,111721,37,10259
E54000029,NHS North East London Integrated Care Board,1,0,2021/22,546,12395,614,76955,614,82547,630,172528,31,10746
E54000029,NHS North East London Integrated Care Board,1,0,2022/23,528,15498,536,79377,535,79611,604,200183,29,13282
E54000029,NHS North East London Integrated Care Board,1,0,2023/24,437,11981,470,65303,470,65303,514,170239,24,10171
E54000029,NHS North East London Integrated Care Board,1,1,2019/20,2309,54103,1907,186125,2825,948648,2896,1062853,593,252122
E54000029,NHS North East London Integrated Care Board,1,1,2020/21,2115,41732,1992,131799,2525,663011,2602,955877,703,298081
E54000029,NHS North East London Integrated Care Board,1,1,2021/22,2737,73271,2630,323211,2652,405449,2794,1222516,635,299511
E54000029,NHS North East London Integrated Care Board,1,1,2022/23,2982,100605,2744,395478,2745,401867,2882,1423732,678,337850
E54000029,NHS North East London Integrated Care Board,1,1,2023/24,3393,97650,3281,502335,3281,502335,3338,1661919,872,450117
E54000030,NHS South East London Integrated Care Board,0,0,2019/20,130492,3765067,142980,7384028,160720,49642685,163427,46407963,54884,14493292
E54000030,NHS South East London Integrated Care Board,0,0,2020/21,104516,2802576,132065,5383608,142592,34408232,148615,33826944,44723,8946923
E54000030,NHS South East London Integrated Care Board,0,0,2021/22,213402,7484555,286822,23944697,305985,52000607,313937,79233601,57239,14169301
E54000030,NHS South East London Integrated Care Board,0,0,2022/23,259128,10853674,252485,23756027,260534,36403039,336000,99319073,60960,16930316
E54000030,NHS South East London Integrated Care Board,0,0,2023/24,207240,7322674,184063,13530744,184063,13530744,245392,73613869,44831,13492504
E54000030,NHS South East London Integrated Care Board,0,1,2019/20,59498,1644479,65725,3917482,73182,27872258,74918,26444376,32132,9918806
E54000030,NHS South East London Integrated Care Board,0,1,2020/21,50589,1233524,63315,2678777,67816,20060303,71275,19927438,28868,6453180
E54000030,NHS South East London Integrated Care Board,0,1,2021/22,79924,2596149,106567,8764712,114234,23697300,116706,37173709,35369,9757091
E54000030,NHS South East London Integrated Care Board,0,1,2022/23,91118,3609392,92926,8556592,95847,15473878,115841,44000846,35054,11074477
E54000030,NHS South East London Integrated Care Board,0,1,2023/24,72351,2413285,67610,4733485,67610,4733485,84474,31762526,23379,8147937
E54000030,NHS South East London Integrated Care Board,1,0,2019/20,474,12475,485,22013,519,137346,524,121753,54,15785
E54000030,NHS South East London Integrated Care Board,1,0,2020/21,504,11724,682,32569,693,150904,707,146311,44,15018
E54000030,NHS South East London Integrated Care Board,1,0,2021/22,941,30756,1577,162205,1587,241831,1610,359099,46,13127
E54000030,NHS South East London Integrated Care Board,1,0,2022/23,810,37106,744,95216,757,126479,1173,324802,59,15391
E54000030,NHS South East London Integrated Care Board,1,0,2023/24,538,16265,473,54767,473,54767,708,198148,27,9503
E54000030,NHS South East London Integrated Care Board,1,1,2019/20,2669,86244,2510,132593,2664,1180339,2885,1102494,904,318979
E54000030,NHS South East London Integrated Care Board,1,1,2020/21,2826,82233,3142,150294,3097,1205014,3288,1194327,882,307314
E54000030,NHS South East London Integrated Care Board,1,1,2021/22,3847,127520,4765,419958,4988,1046002,4896,1920154,977,397938
E54000030,NHS South East London Integrated Care Board,1,1,2022/23,5286,223852,4234,498493,4514,884751,5703,2516494,1120,472892
E54000030,NHS South East London Integrated Care Board,1,1,2023/24,4527,171732,3729,344901,3729,344901,4323,1885409,1072,504423
E54000031,NHS South West London Integrated Care Board,0,0,2019/20,170172,4686204,149512,9238709,213566,45441698,213597,51496265,40979,8045706
E54000031,NHS South West London Integrated Care Board,0,0,2020/21,174020,3697376,166634,6162950,216308,38168187,216479,43573548,41290,6984153
E54000031,NHS South West London Integrated Care Board,0,0,2021/22,204790,4836395,216761,12586390,229752,18865534,286237,73542605,38591,8700871
E54000031,NHS South West London Integrated Care Board,0,0,2022/23,218373,5927444,262354,20160327,262956,21036848,327780,101832166,43310,11514420
E54000031,NHS South West London Integrated Care Board,0,0,2023/24,247038,5148735,132229,11126334,132229,11126334,275206,82207883,40941,10866806
E54000031,NHS South West London Integrated Care Board,0,1,2019/20,59982,1557217,52143,3260909,75046,18762313,74962,22185385,18382,4186633
E54000031,NHS South West London Integrated Care Board,0,1,2020/21,66441,1390750,63375,2423456,81678,17062435,81672,20148327,21625,3998925
E54000031,NHS South West London Integrated Care Board,0,1,2021/22,69077,1472767,70718,4081111,74840,6602128,91399,29644852,18807,4732032
E54000031,NHS South West London Integrated Care Board,0,1,2022/23,66088,1591365,77887,6188801,78108,6587454,93289,36977989,19850,6017125
E54000031,NHS South West London Integrated Care Board,0,1,2023/24,73046,1523521,40249,3360959,40249,3360959,77647,28466160,16609,5106714
E54000031,NHS South West London Integrated Care Board,1,0,2019/20,727,15817,528,27906,793,170354,793,172363,31,6645
E54000031,NHS South West London Integrated Care Board,1,0,2020/21,780,12173,497,18019,855,151728,858,155366,36,7594
E54000031,NHS South West London Integrated Care Board,1,0,2021/22,571,10739,490,35762,546,61205,770,178537,18,5708
E54000031,NHS South West London Integrated Care Board,1,0,2022/23,590,14934,535,45545,535,49302,831,240185,21,8643
E54000031,NHS South West London Integrated Care Board,1,0,2023/24,599,12981,355,38548,355,38548,663,201299,13,2936
E54000031,NHS South West London Integrated Care Board,1,1,2019/20,1993,54374,1293,82278,2197,688704,2192,719769,244,80469
E54000031,NHS South West London Integrated Care Board,1,1,2020/21,1973,35969,1489,63690,2224,637425,2237,674388,190,47779
E54000031,NHS South West London Integrated Care Board,1,1,2021/22,2133,49916,1630,127197,1801,237802,2492,987530,226,77118
E54000031,NHS South West London Integrated Care Board,1,1,2022/23,2308,60654,1989,229292,2003,255683,2720,1282424,419,196803
E54000031,NHS South West London Integrated Care Board,1,1,2023/24,2171,55738,1053,123610,1053,123610,1985,863438,265,102514
E54000032,NHS Kent and Medway Integrated Care Board,0,0,2019/20,135835,2450391,56790,5123906,54505,16077909,59133,15906653,11270,3838038
E54000032,NHS Kent and Medway Integrated Care Board,0,0,2020/21,91473,1608977,68066,10566622,70222,17751773,74283,19965421,17195,5529104
E54000032,NHS Kent and Medway Integrated Care Board,0,0,2021/22,179317,4192970,124379,17969161,125555,19185494,210635,62141969,45241,15287802
E54000032,NHS Kent and Medway Integrated Care Board,0,0,2022/23,276883,5739938,261818,30472501,262280,30948423,297825,77516342,59834,20565818
E54000032,NHS Kent and Medway Integrated Care Board,0,0,2023/24,318007,5537654,301320,27895714,301320,27895714,317256,77343433,72676,23277663
E54000032,NHS Kent and Medway Integrated Care Board,0,1,2019/20,69674,1262226,27733,2714789,26331,8946105,28722,9049633,6468,2435356
E54000032,NHS Kent and Medway Integrated Care Board,0,1,2020/21,50076,919268,37084,6153004,37856,10732471,40107,12729606,10256,3574835
E54000032,NHS Kent and Medway Integrated Care Board,0,1,2021/22,81361,1840566,54238,8618828,54813,9255379,97106,34741985,25787,9621989
E54000032,NHS Kent and Medway Integrated Care Board,0,1,2022/23,115419,2339734,111646,14678857,111853,14922822,122880,39582655,32177,12020749
E54000032,NHS Kent and Medway Integrated Care Board,0,1,2023/24,127786,2166842,121577,12556940,121577,12556940,124459,38163382,35275,12751763
E54000032,NHS Kent and Medway Integrated Care Board,1,0,2019/20,388,7268,138,15593,131,37541,142,34272,10,2515
E54000032,NHS Kent and Medway Integrated Care Board,1,0,2020/21,484,6995,318,48601,321,69906,327,74369,11,3432
E54000032,NHS Kent and Medway Integrated Care Board,1,0,2021/22,553,10876,232,42519,232,44811,638,186736,19,6632
E54000032,NHS Kent and Medway Integrated Care Board,1,0,2022/23,455,8946,455,83274,455,83778,521,138289,11,4331
E54000032,NHS Kent and Medway Integrated Care Board,1,0,2023/24,390,7463,392,54636,392,54636,397,95974,22,5757
E54000032,NHS Kent and Medway Integrated Care Board,1,1,2019/20,2552,61648,1729,223621,1611,596362,1737,583345,78,30161
E54000032,NHS Kent and Medway Integrated Care Board,1,1,2020/21,3473,63359,2671,432970,2647,690202,2733,896039,145,52220
E54000032,NHS Kent and Medway Integrated Care Board,1,1,2021/22,4103,82189,1618,327176,1629,354182,4520,1766743,297,137407
E54000032,NHS Kent and Medway Integrated Care Board,1,1,2022/23,2584,49939,2540,515073,2543,526698,2805,1110874,192,89556
E54000032,NHS Kent and Medway Integrated Care Board,1,1,2023/24,1993,29833,1945,275503,1945,275503,1825,787098,183,80751
E54000034,NHS Frimley Integrated Care Board,0,0,2019/20,118773,2250484,124253,14909118,125617,27532841,125764,29758092,23301,5566992
E54000034,NHS Frimley Integrated Care Board,0,0,2020/21,100828,1619735,106842,7692487,107574,21055672,107690,22957645,20892,4649343
E54000034,NHS Frimley Integrated Care Board,0,0,2021/22,122380,1984015,124805,16732734,125406,22644476,126275,33585239,22476,5941710
E54000034,NHS Frimley Integrated Care Board,0,0,2022/23,133306,2977123,120175,20095862,120190,20205274,137978,47841173,26223,10368435
E54000034,NHS Frimley Integrated Care Board,0,0,2023/24,163248,2641049,138449,17224158,138449,17224158,168414,45530253,30793,9933807
E54000034,NHS Frimley Integrated Care Board,0,1,2019/20,39544,682541,41205,5001849,41793,10255027,41826,11542588,11449,3048696
E54000034,NHS Frimley Integrated Care Board,0,1,2020/21,37228,498210,39478,2903886,39838,9003172,39881,10220012,11579,2877976
E54000034,NHS Frimley Integrated Care Board,0,1,2021/22,38860,625839,39909,5419755,40179,7847416,40470,12585645,10962,3274392
E54000034,NHS Frimley Integrated Care Board,0,1,2022/23,42933,971192,39646,6791490,39658,6828263,44332,19222711,13772,6021568
E54000034,NHS Frimley Integrated Care Board,0,1,2023/24,48169,756498,42538,5316531,42538,5316531,49645,17680670,14923,5312638
E54000034,NHS Frimley Integrated Care Board,1,0,2019/20,466,8034,485,75617,486,119764,485,119748,12,2688
E54000034,NHS Frimley Integrated Care Board,1,0,2020/21,493,5616,514,42716,516,107768,516,108223,9,2093
E54000034,NHS Frimley Integrated Care Board,1,0,2021/22,427,6731,443,75535,445,98541,447,128001,4,456
E54000034,NHS Frimley Integrated Care Board,1,0,2022/23,310,6778,313,64186,313,64269,322,112540,8,2796
E54000034,NHS Frimley Integrated Care Board,1,0,2023/24,273,3728,273,41589,273,41589,283,75238,6,2945
E54000034,NHS Frimley Integrated Care Board,1,1,2019/20,1640,28823,1695,208853,1712,504203,1711,519822,217,51907
E54000034,NHS Frimley Integrated Care Board,1,1,2020/21,1976,19683,2067,155061,2081,539908,2082,587511,395,96497
E54000034,NHS Frimley Integrated Care Board,1,1,2021/22,1747,25845,1804,236593,1807,359754,1811,595644,370,89383
E54000034,NHS Frimley Integrated Care Board,1,1,2022/23,1170,24363,1172,195736,1174,199402,1184,516272,310,134183
E54000034,NHS Frimley Integrated Care Board,1,1,2023/24,1058,19538,1003,121298,1003,121298,1081,463624,291,119067
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,0,2019/20,53464,944730,56532,6764795,58309,11046716,58410,15446666,23468,4466612
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,0,2020/21,40127,565027,43920,4262401,45158,8049345,45218,11541939,20812,3851421
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,0,2021/22,53138,1433515,54011,8044693,54400,8728023,54026,19274637,23877,5912664
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,0,2022/23,48195,1264946,45552,6310365,45550,6322100,45859,17793623,20055,5106478
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,0,2023/24,30672,701056,28989,2562549,28989,2562549,31225,11679801,12678,3049045
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,1,2019/20,24130,398627,25617,3261831,26443,5392677,26471,7917687,11789,2403329
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,1,2020/21,20826,276545,22663,2312510,23290,4410618,23312,6720705,11822,2343675
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,1,2021/22,24051,634877,24474,3868898,24652,4197170,24199,9731062,12140,3157718
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,1,2022/23,19761,507919,18741,2749188,18740,2756145,18438,8107201,9344,2538650
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,0,1,2023/24,11478,257656,10925,1039459,10925,1039459,11608,5085313,5487,1428552
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,0,2019/20,235,3292,242,34285,255,50416,256,55445,19,2966
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,0,2020/21,184,3222,199,23686,204,38537,204,43850,19,3161
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,0,2021/22,234,6897,233,41750,234,44163,241,65341,17,3596
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,0,2022/23,175,4745,164,25044,164,25044,178,56800,12,3496
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,0,2023/24,131,2574,120,11159,120,11159,132,40638,16,4786
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,1,2019/20,1387,21757,1488,202946,1541,313942,1530,471201,270,52794
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,1,2020/21,978,10642,1030,106279,1070,192498,1067,314813,495,82613
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,1,2021/22,1261,30851,1262,187691,1273,200496,1275,440758,640,125254
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,1,2022/23,1179,29369,1117,172230,1117,173389,1142,431425,604,123666
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,1,1,2023/24,743,16075,709,77572,709,77572,725,294391,350,80983
E54000037,NHS Devon Integrated Care Board,0,0,2019/20,105529,2490328,114825,13571373,117711,26234437,118893,28196111,22208,5588888
E54000037,NHS Devon Integrated Care Board,0,0,2020/21,103420,2059827,99166,8242376,123003,22021948,123866,25147114,26893,5824967
E54000037,NHS Devon Integrated Care Board,0,0,2021/22,168846,5714263,166803,23453549,167186,33960169,182527,51121505,37641,9977709
E54000037,NHS Devon Integrated Care Board,0,0,2022/23,168480,5849026,154376,20380091,153386,24724762,175852,59826219,43227,12968236
E54000037,NHS Devon Integrated Care Board,0,0,2023/24,168704,4214925,175311,17547846,175311,17547846,196749,62701859,67444,16790218
E54000037,NHS Devon Integrated Care Board,0,1,2019/20,46484,1017052,51968,6719166,53296,13398271,53861,14616822,12684,3448943
E54000037,NHS Devon Integrated Care Board,0,1,2020/21,48835,962996,47603,4531213,58377,11783249,58790,13927712,15583,3657115
E54000037,NHS Devon Integrated Care Board,0,1,2021/22,69163,2373923,70869,10894896,70810,16050759,75366,25050915,18205,5439145
E54000037,NHS Devon Integrated Care Board,0,1,2022/23,64134,2234029,59457,8153381,58871,10160890,65874,26740138,18961,6562958
E54000037,NHS Devon Integrated Care Board,0,1,2023/24,62806,1659641,65892,6870574,65892,6870574,73813,28334740,28727,8251159
E54000037,NHS Devon Integrated Care Board,1,0,2019/20,347,8443,379,60542,378,93305,379,97120,14,3308
E54000037,NHS Devon Integrated Care Board,1,0,2020/21,262,6665,250,32338,339,67656,339,75866,16,2405
E54000037,NHS Devon Integrated Care Board,1,0,2021/22,652,25471,676,128176,677,160799,687,201378,11,2330
E54000037,NHS Devon Integrated Care Board,1,0,2022/23,655,21724,624,93635,623,109220,679,234230,63,20769
E54000037,NHS Devon Integrated Care Board,1,0,2023/24,742,17546,772,93862,772,93862,828,270599,131,35061
E54000037,NHS Devon Integrated Care Board,1,1,2019/20,1816,45134,2025,330880,2012,641994,2044,584225,314,90273
