age_group,ICB22CD,ICB22NM,SICBL22CD,SICBL22NM,IMD_Decile,rural_urban,gender,mh_symptom,mhsds_flag,Der_Financial_Year,MDS_Primary_Split,calls,cost
20-34,E54000032,NHS Kent and Medway Integrated Care Board,E38000237,NHS Kent and Medway ICB - 91Q,6,Rural,male,0,0,2021/22,NULL,26,504
35-59,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,5,Rural,female,0,0,2020/21,Ambulance Dispatches,6,120
20-34,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000233,NHS Cheshire and Merseyside ICB - 27D,2,Urban,female,0,0,2019/20,Recommended to Attend A&E,184,3924
75+,E54000038,NHS Somerset Integrated Care Board,E38000150,NHS Somerset ICB - 11X,NULL,Urban,female,0,0,2020/21,Not Recommended to Attend Other Service,24,288
60-74,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,8,Rural,NULL,0,1,2019/20,Ambulance Dispatches,1,24
60-74,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,5,Urban,female,0,0,2021/22,5.26 (Other Service),221,3588
0-19,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000172,NHS Cheshire and Merseyside ICB - 01X,2,Urban,male,0,1,2020/21,Not Recommended to Attend Other Service,26,564
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000232,NHS West Yorkshire ICB - 36J,8,Rural,female,0,0,2021/22,Recommended to Attend A&E,28,504
20-34,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,4,Rural,male,0,0,2020/21,Ambulance Dispatches,2,48
20-34,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,5,Urban,NULL,1,1,2019/20,Recommended to Attend Primary and Community Care,1,24
20-34,E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,E38000236,NHS Herefordshire and Worcestershire ICB - 18C,10,Rural,male,0,1,2020/21,Recommended to Attend A&E,7,120
60-74,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000091,NHS Cheshire and Merseyside ICB - 01J,6,Urban,female,0,1,2021/22,5.23 (Ambulance),4,48
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000175,NHS Staffordshire and Stoke-on-Trent ICB - 05W,1,Urban,NULL,0,1,2021/22,NULL,2,48
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000135,NHS Greater Manchester ICB - 00Y,3,Urban,female,0,1,2021/22,Not Recommended to Attend Other Service,7,84
60-74,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000015,NHS Lancashire and South Cumbria ICB - 00R,3,Urban,female,0,1,2021/22,NULL,2,36
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000188,NHS Humber and North Yorkshire ICB - 03Q,NULL,Urban,female,1,0,2021/22,Recommended to Attend Primary and Community Care,12,144
35-59,E54000061,NHS South Yorkshire Integrated Care Board,E38000146,NHS South Yorkshire ICB - 03N,9,Urban,female,0,0,2019/20,Recommended to Attend Other Service,17,324
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000135,NHS Greater Manchester ICB - 00Y,3,Urban,female,0,0,2021/22,5.26 (Other Service),26,360
20-34,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000130,NHS North East and North Cumbria ICB - 00L,2,Urban,female,0,0,2020/21,NULL,3,60
75+,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000253,NHS Hampshire and Isle of Wight ICB - D9Y0V,7,Rural,female,0,1,2021/22,NULL,280,4440
35-59,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,NULL,Urban,female,1,1,2021/22,NULL,4,48
20-34,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000241,NHS Humber and North Yorkshire ICB - 42D,2,Rural,male,0,1,2021/22,Recommended to Attend Primary and Community Care,22,312
60-74,E54000026,NHS Mid and South Essex Integrated Care Board,E38000030,NHS Mid and South Essex ICB - 99F,10,Urban,male,0,0,2020/21,5.26 (Other Service),51,984
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,6,Urban,female,1,1,2020/21,Not Recommended to Attend Other Service,1,24
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000028,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,8,Urban,female,0,0,2019/20,NULL,9,144
35-59,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000117,NHS Suffolk and North East Essex ICB - 06T,NULL,Urban,female,0,0,2019/20,5.23 (Ambulance),578,6936
75+,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,3,Rural,female,1,1,2019/20,Recommended to Attend Other Service,1,12
35-59,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,8,Urban,male,1,1,2020/21,Recommended to Attend A&E,24,492
75+,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000153,NHS Staffordshire and Stoke-on-Trent ICB - 05Q,6,Urban,female,0,0,2021/22,Recommended to Attend Other Service,7,132
75+,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000122,NHS Humber and North Yorkshire ICB - 03K,3,Rural,male,0,0,2019/20,Recommended to Attend A&E,2,36
75+,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000130,NHS North East and North Cumbria ICB - 00L,1,Urban,male,0,1,2021/22,Not Recommended to Attend Other Service,1,24
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000173,NHS Staffordshire and Stoke-on-Trent ICB - 05V,NULL,Urban,male,0,0,2021/22,NULL,103,1236
0-19,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000233,NHS Cheshire and Merseyside ICB - 27D,1,Urban,male,0,0,2021/22,Recommended to Attend A&E,147,3180
20-34,E54000061,NHS South Yorkshire Integrated Care Board,E38000006,NHS South Yorkshire ICB - 02P,2,Rural,female,0,0,2020/21,Recommended to Attend Primary and Community Care,115,1860
20-34,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,7,Urban,female,0,1,2020/21,5.27b (Home Care),8,120
20-34,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,5,Urban,male,1,1,2021/22,Recommended to Attend A&E,8,180
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000085,NHS Humber and North Yorkshire ICB - 03F,1,Urban,female,0,1,2021/22,5.27b (Home Care),11,264
20-34,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,8,Rural,female,0,0,2021/22,Ambulance Dispatches,1,12
35-59,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000228,NHS Lancashire and South Cumbria ICB - 01K,8,Rural,female,0,0,2020/21,NULL,14,252
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000052,NHS Humber and North Yorkshire ICB - 02Y,NULL,Urban,male,0,1,2020/21,5.27b (Home Care),27,324
20-34,E54000030,NHS South East London Integrated Care Board,E38000244,NHS South East London ICB - 72Q,6,Urban,female,0,0,2021/22,Recommended to Attend Primary and Community Care,5522,85980
20-34,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000215,NHS North East and North Cumbria ICB - 01H,NULL,Urban,female,0,1,2021/22,5.27b (Home Care),8,96
60-74,E54000061,NHS South Yorkshire Integrated Care Board,E38000044,NHS South Yorkshire ICB - 02X,2,Urban,male,0,1,2020/21,Recommended to Attend Other Service,4,72
20-34,E54000054,NHS West Yorkshire Integrated Care Board,E38000254,NHS West Yorkshire ICB - X2C4Y,5,Rural,male,0,0,2021/22,Ambulance Dispatches,1,24
0-19,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,3,Rural,male,0,1,2019/20,5.27b (Home Care),1,12
0-19,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,6,Rural,male,0,1,2020/21,Recommended to Attend A&E,58,1068
35-59,E54000038,NHS Somerset Integrated Care Board,E38000150,NHS Somerset ICB - 11X,8,Urban,female,0,0,2021/22,5.26 (Other Service),1,12
60-74,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,3,Rural,male,1,1,2020/21,Recommended to Attend Primary and Community Care,4,84
75+,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,8,Rural,male,0,1,2021/22,5.26 (Other Service),10,228
75+,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000091,NHS Cheshire and Merseyside ICB - 01J,4,Urban,male,0,1,2020/21,NULL,1,12
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000053,NHS Staffordshire and Stoke-on-Trent ICB - 05D,8,Rural,female,0,0,2019/20,NULL,6,72
20-34,E54000057,NHS Greater Manchester Integrated Care Board,E38000135,NHS Greater Manchester ICB - 00Y,3,Urban,male,0,0,2020/21,Recommended to Attend A&E,61,960
60-74,E54000034,NHS Frimley Integrated Care Board,E38000252,NHS Frimley ICB - D4U1Y,2,Urban,female,0,1,2020/21,5.23 (Ambulance),14,300
60-74,E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,E38000126,NHS Staffordshire and Stoke-on-Trent ICB - 05G,7,Rural,female,0,1,2019/20,5.23 (Ambulance),3,48
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000233,NHS Cheshire and Merseyside ICB - 27D,10,Urban,female,0,1,2020/21,5.26 (Other Service),12,240
0-19,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,6,Rural,male,1,0,2019/20,Recommended to Attend Primary and Community Care,1,12
35-59,E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,E38000260,NHS Cambridgeshire and Peterborough ICB - 06H,NULL,Rural,NULL,0,0,2019/20,NULL,3,36
60-74,E54000052,NHS Surrey Heartlands Integrated Care Board,E38000246,NHS Surrey Heartlands ICB - 92A,5,Rural,female,0,0,2021/22,Recommended to Attend Other Service,8,144
75+,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,7,Rural,female,0,1,2019/20,Ambulance Dispatches,8,144
0-19,E54000057,NHS Greater Manchester Integrated Care Board,E38000016,NHS Greater Manchester ICB - 00T,3,Urban,male,0,1,2020/21,5.26 (Other Service),6,96
60-74,E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,E38000257,NHS Shropshire Telford and Wrekin ICB - M2L0M,NULL,Rural,female,0,1,2020/21,Recommended to Attend Primary and Community Care,326,3912
20-34,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000130,NHS North East and North Cumbria ICB - 00L,4,Rural,male,0,0,2019/20,NULL,1,24
20-34,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,8,Urban,NULL,0,1,2021/22,NULL,2,24
35-59,E54000043,NHS Gloucestershire Integrated Care Board,E38000062,NHS Gloucestershire ICB - 11M,5,Rural,female,0,0,2019/20,Recommended to Attend Primary and Community Care,273,4776
20-34,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000050,NHS Lancashire and South Cumbria ICB - 01A,4,Rural,female,0,1,2021/22,5.26 (Other Service),1,12
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,9,Urban,male,0,1,2020/21,Recommended to Attend A&E,10,192
0-19,E54000022,NHS Norfolk and Waveney Integrated Care Board,E38000239,NHS Norfolk and Waveney ICB - 26A,5,Urban,female,0,1,2021/22,5.27b (Home Care),3,36
75+,E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,E38000249,NHS Bedfordshire Luton and Milton Keynes ICB - M1J4Y,6,Urban,female,0,0,2020/21,Recommended to Attend Other Service,20,324
75+,E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,E38000089,NHS Cornwall and the Isles of Scilly ICB - 11N,5,Urban,female,0,1,2020/21,Recommended to Attend A&E,1,12
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000187,NHS Greater Manchester ICB - 02A,4,Urban,female,0,0,2020/21,Recommended to Attend A&E,36,636
60-74,E54000057,NHS Greater Manchester Integrated Care Board,E38000016,NHS Greater Manchester ICB - 00T,5,Urban,male,0,0,2020/21,Not Recommended to Attend Other Service,25,456
0-19,E54000043,NHS Gloucestershire Integrated Care Board,E38000062,NHS Gloucestershire ICB - 11M,5,Rural,female,0,1,2020/21,Recommended to Attend A&E,21,372
0-19,E54000026,NHS Mid and South Essex Integrated Care Board,E38000030,NHS Mid and South Essex ICB - 99F,6,Rural,female,0,0,2019/20,Not Recommended to Attend Other Service,8,192
75+,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000052,NHS Humber and North Yorkshire ICB - 02Y,7,Urban,NULL,0,0,2021/22,NULL,9,132
20-34,E54000030,NHS South East London Integrated Care Board,E38000244,NHS South East London ICB - 72Q,6,Urban,NULL,0,0,2019/20,Not Recommended to Attend Other Service,1,12
0-19,E54000023,NHS Suffolk and North East Essex Integrated Care Board,E38000204,NHS Suffolk and North East Essex ICB - 07K,NULL,Urban,male,0,0,2020/21,5.23 (Ambulance),93,1116
35-59,E54000026,NHS Mid and South Essex Integrated Care Board,E38000106,NHS Mid and South Essex ICB - 06Q,NULL,Rural,male,0,1,2020/21,Recommended to Attend Other Service,24,288
0-19,E54000054,NHS West Yorkshire Integrated Care Board,E38000190,NHS West Yorkshire ICB - 03R,NULL,Rural,male,0,1,2021/22,Not Recommended to Attend Other Service,20,240
60-74,E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,E38000137,NHS Hampshire and Isle of Wight ICB - 10R,2,Urban,male,0,1,2019/20,Ambulance Dispatches,5,96
75+,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000079,NHS Hertfordshire and West Essex ICB - 06N,2,Urban,male,0,0,2021/22,Recommended to Attend Primary and Community Care,8,108
0-19,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,4,Rural,NULL,0,0,2019/20,NULL,1,24
60-74,E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,E38000136,NHS Buckinghamshire Oxfordshire and Berkshire West ICB - 10Q,7,Urban,male,0,1,2020/21,Recommended to Attend Primary and Community Care,97,1560
20-34,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000097,NHS Leicester Leicestershire and Rutland ICB - 04C,1,Urban,female,1,1,2021/22,NULL,6,144
35-59,E54000027,NHS North West London Integrated Care Board,E38000256,NHS North West London ICB - W2U3Z,7,Urban,female,0,0,2019/20,5.26 (Other Service),359,5892
20-34,E54000048,NHS Lancashire and South Cumbria Integrated Care Board,E38000227,NHS Lancashire and South Cumbria ICB - 01E,10,Rural,male,0,0,2019/20,Recommended to Attend A&E,5,60
0-19,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000247,NHS North East and North Cumbria ICB - 16C,8,Rural,female,0,1,2021/22,Recommended to Attend Primary and Community Care,3,48
35-59,E54000054,NHS West Yorkshire Integrated Care Board,E38000225,NHS West Yorkshire ICB - 15F,5,Urban,female,0,0,2021/22,5.23 (Ambulance),156,2700
20-34,E54000026,NHS Mid and South Essex Integrated Care Board,E38000185,NHS Mid and South Essex ICB - 07G,10,Urban,female,0,0,2020/21,5.26 (Other Service),6,72
35-59,E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,E38000097,NHS Leicester Leicestershire and Rutland ICB - 04C,2,Urban,female,0,0,2020/21,Recommended to Attend Other Service,62,1092
20-34,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,4,Urban,NULL,0,1,2021/22,Recommended to Attend A&E,1,12
35-59,E54000025,NHS Hertfordshire and West Essex Integrated Care Board,E38000049,NHS Hertfordshire and West Essex ICB - 06K,6,Rural,female,0,1,2021/22,Recommended to Attend Primary and Community Care,79,1668
0-19,E54000013,NHS Lincolnshire Integrated Care Board,E38000238,NHS Lincolnshire ICB - 71E,NULL,Rural,female,0,1,2019/20,Recommended to Attend Primary and Community Care,1064,12768
20-34,E54000061,NHS South Yorkshire Integrated Care Board,E38000006,NHS South Yorkshire ICB - 02P,4,Urban,female,0,0,2019/20,Not Recommended to Attend Other Service,80,1572
35-59,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000085,NHS Humber and North Yorkshire ICB - 03F,3,Urban,male,0,1,2020/21,Recommended to Attend A&E,70,1332
20-34,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,4,Rural,male,0,0,2019/20,5.26 (Other Service),3,48
35-59,E54000037,NHS Devon Integrated Care Board,E38000230,NHS Devon ICB - 15N,3,Rural,male,0,1,2020/21,Recommended to Attend Primary and Community Care,4,60
20-34,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000243,NHS Nottingham and Nottinghamshire ICB - 52R,3,Urban,male,0,0,2020/21,Ambulance Dispatches,51,972
0-19,E54000050,NHS North East and North Cumbria Integrated Care Board,E38000247,NHS North East and North Cumbria ICB - 16C,10,Urban,female,0,0,2019/20,5.26 (Other Service),2,48
0-19,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000172,NHS Cheshire and Merseyside ICB - 01X,8,Urban,female,0,1,2021/22,Ambulance Dispatches,1,12
35-59,E54000008,NHS Cheshire and Merseyside Integrated Care Board,E38000172,NHS Cheshire and Merseyside ICB - 01X,9,Rural,male,0,0,2019/20,Recommended to Attend Primary and Community Care,13,312
60-74,E54000055,NHS Birmingham and Solihull Integrated Care Board,E38000258,NHS Birmingham and Solihull ICB - 15E,10,Rural,female,0,0,2019/20,5.26 (Other Service),2,48
60-74,E54000051,NHS Humber and North Yorkshire Integrated Care Board,E38000122,NHS Humber and North Yorkshire ICB - 03K,NULL,Rural,male,0,1,2021/22,5.23 (Ambulance),35,420
20-34,E54000041,NHS Dorset Integrated Care Board,E38000045,NHS Dorset ICB - 11J,8,Rural,male,0,1,2019/20,Ambulance Dispatches,5,60
75+,E54000030,NHS South East London Integrated Care Board,E38000244,NHS South East London ICB - 72Q,NULL,Urban,male,0,0,2021/22,Ambulance Dispatches,938,11256
75+,E54000054,NHS West Yorkshire Integrated Care Board,E38000225,NHS West Yorkshire ICB - 15F,9,Rural,male,0,1,2020/21,Not Recommended to Attend Other Service,21,288
75+,E54000057,NHS Greater Manchester Integrated Care Board,E38000143,NHS Greater Manchester ICB - 01G,3,Urban,female,0,1,2021/22,NULL,3,48
60-74,E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,E38000008,NHS Nottingham and Nottinghamshire ICB - 02Q,7,Rural,female,0,1,2019/20,Ambulance Dispatches,12,180
