ICB23CD,ICB23NM,Der_Financial_Year,toa,mh_snomed,attends
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,4,0,1526
E54000028,NHS North Central London Integrated Care Board,2021/22,21,0,1986
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2020/21,10,0,5892
E54000034,NHS Frimley Integrated Care Board,2018/19,22,1,5618
E54000037,NHS Devon Integrated Care Board,2019/20,13,0,2426
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,9,1,22663
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,12,0,5469
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,8,1,1526
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2017/18,1,0,7665
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,20,0,28189
E54000031,NHS South West London Integrated Care Board,2020/21,10,1,12795
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,12,1,15745
E54000058,NHS Derby and Derbyshire Integrated Care Board,2017/18,16,1,571
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,20,0,672
E54000062,NHS Black Country Integrated Care Board,2021/22,23,1,366
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,9,1,9717
E54000043,NHS Gloucestershire Integrated Care Board,2021/22,14,0,2175
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,13,0,4358
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,20,1,28079
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,15,1,1377
E54000031,NHS South West London Integrated Care Board,2021/22,23,0,5018
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2020/21,19,0,5261
E54000050,NHS North East and North Cumbria Integrated Care Board,2020/21,9,1,1724
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,22,1,136
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2019/20,1,1,491
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,20,0,8071
E54000026,NHS Mid and South Essex Integrated Care Board,2020/21,23,1,5281
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,6,1,5015
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2018/19,3,0,2177
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2018/19,8,0,13345
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,8,1,23745
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2021/22,22,0,16496
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,10,0,7513
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2020/21,8,0,220
E54000058,NHS Derby and Derbyshire Integrated Care Board,2020/21,5,0,1045
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2017/18,4,0,4288
E54000034,NHS Frimley Integrated Care Board,2017/18,22,0,1130
E54000029,NHS North East London Integrated Care Board,2020/21,19,1,22878
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,11,1,8656
E54000010,NHS Staffordshire and Stoke-on-Trent Integrated Care Board,2019/20,7,1,5815
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2018/19,3,1,3986
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,0,1,1401
E54000027,NHS North West London Integrated Care Board,2020/21,4,0,3128
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,2,0,3428
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2021/22,0,0,166
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2018/19,1,1,1399
E54000013,NHS Lincolnshire Integrated Care Board,2021/22,21,0,2233
E54000062,NHS Black Country Integrated Care Board,2020/21,2,1,2623
E54000034,NHS Frimley Integrated Care Board,2021/22,7,1,5151
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2019/20,3,1,1735
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2018/19,18,0,7097
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2021/22,3,1,90
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,18,0,14784
E54000027,NHS North West London Integrated Care Board,2017/18,22,1,3929
E54000064,NHS Sussex Integrated Care Board,2019/20,8,0,507
E54000041,NHS Dorset Integrated Care Board,2020/21,21,1,4052
E54000038,NHS Somerset Integrated Care Board,2021/22,11,0,423
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,23,1,6424
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,22,0,33669
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,16,1,659
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,16,0,23449
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,17,1,6744
E54000064,NHS Sussex Integrated Care Board,2021/22,19,0,717
E54000029,NHS North East London Integrated Care Board,2017/18,0,0,8906
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2021/22,14,1,329
E54000062,NHS Black Country Integrated Care Board,2017/18,0,1,2713
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,18,0,3145
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,20,1,5372
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2019/20,1,0,2707
E54000050,NHS North East and North Cumbria Integrated Care Board,2017/18,16,0,49302
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,4,0,737
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,17,0,10335
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2021/22,1,0,1446
E54000028,NHS North Central London Integrated Care Board,2017/18,18,0,9236
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2018/19,14,1,6922
E54000041,NHS Dorset Integrated Care Board,2018/19,18,0,2077
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2019/20,4,1,3874
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,14,1,4192
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,18,0,26769
E54000055,NHS Birmingham and Solihull Integrated Care Board,2020/21,23,1,6789
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2020/21,1,1,1983
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2017/18,16,0,1754
E54000059,NHS Northamptonshire Integrated Care Board,2018/19,0,0,3872
E54000062,NHS Black Country Integrated Care Board,2017/18,4,1,1178
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,8,0,6426
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,21,1,7357
E54000062,NHS Black Country Integrated Care Board,2017/18,11,0,2635
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,20,0,4465
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2017/18,6,0,509
E54000022,NHS Norfolk and Waveney Integrated Care Board,2021/22,7,0,1982
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2019/20,16,0,22626
E54000031,NHS South West London Integrated Care Board,2021/22,18,0,9147
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2018/19,17,0,3269
E54000059,NHS Northamptonshire Integrated Care Board,2017/18,6,0,3468
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2017/18,20,0,2598
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,11,0,2703
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,18,1,12312
E54000038,NHS Somerset Integrated Care Board,2021/22,15,0,299
E54000063,NHS Surrey Heartlands Integrated Care Board,2017/18,8,1,5376
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2019/20,7,1,277
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,5,1,5016
E54000034,NHS Frimley Integrated Care Board,2021/22,12,1,8151
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2018/19,3,0,932
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,5,1,2944
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,13,0,695
E54000040,NHS Bath and North East Somerset Swindon and Wiltshire Integrated Care Board,2020/21,7,1,2428
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,3,1,222
E54000037,NHS Devon Integrated Care Board,2021/22,23,1,327
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,3,1,1828
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,5,0,2192
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2017/18,8,1,14208
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2021/22,7,1,12370
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2021/22,21,0,17191
E54000032,NHS Kent and Medway Integrated Care Board,2020/21,23,1,515
E54000061,NHS South Yorkshire Integrated Care Board,2019/20,8,0,2348
E54000058,NHS Derby and Derbyshire Integrated Care Board,2021/22,14,0,5309
E54000034,NHS Frimley Integrated Care Board,2021/22,23,1,3653
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2017/18,4,1,993
E54000050,NHS North East and North Cumbria Integrated Care Board,2018/19,15,0,44048
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,7,0,6250
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,18,0,32088
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,7,0,2753
E54000064,NHS Sussex Integrated Care Board,2017/18,1,1,2623
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2021/22,19,0,237
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2018/19,12,1,9154
E54000041,NHS Dorset Integrated Care Board,2019/20,3,0,978
E54000061,NHS South Yorkshire Integrated Care Board,2017/18,18,1,19409
E54000037,NHS Devon Integrated Care Board,2018/19,7,1,6383
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2017/18,20,0,23968
E54000029,NHS North East London Integrated Care Board,2019/20,11,1,21087
E54000050,NHS North East and North Cumbria Integrated Care Board,2019/20,12,0,4414
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2019/20,15,1,1312
E54000062,NHS Black Country Integrated Care Board,2020/21,9,0,8003
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,9,1,26172
E54000064,NHS Sussex Integrated Care Board,2021/22,7,0,382
E54000057,NHS Greater Manchester Integrated Care Board,2017/18,6,1,157
E54000028,NHS North Central London Integrated Care Board,2020/21,1,1,815
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,19,0,36010
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2018/19,14,1,4636
E54000013,NHS Lincolnshire Integrated Care Board,2020/21,8,0,3215
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,0,1,282
E54000062,NHS Black Country Integrated Care Board,2017/18,7,0,1264
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2019/20,22,0,4285
E54000019,NHS Herefordshire and Worcestershire Integrated Care Board,2019/20,23,1,1194
E54000054,NHS West Yorkshire Integrated Care Board,2020/21,17,0,8520
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2017/18,22,1,1165
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,10,1,278
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2017/18,10,0,26671
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2020/21,19,1,4093
E54000008,NHS Cheshire and Merseyside Integrated Care Board,2018/19,9,1,931
E54000054,NHS West Yorkshire Integrated Care Board,2021/22,11,0,9823
E54000029,NHS North East London Integrated Care Board,2019/20,13,1,19574
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,6,1,2502
E54000037,NHS Devon Integrated Care Board,2020/21,23,1,147
E54000030,NHS South East London Integrated Care Board,2020/21,15,0,13398
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,16,1,8964
E54000032,NHS Kent and Medway Integrated Care Board,2021/22,15,1,1283
E54000062,NHS Black Country Integrated Care Board,2017/18,23,1,3312
E54000027,NHS North West London Integrated Care Board,2020/21,5,0,3090
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,6,1,390
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2019/20,3,1,3030
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2017/18,4,0,219
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2021/22,22,0,3043
E54000055,NHS Birmingham and Solihull Integrated Care Board,2021/22,19,0,527
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2017/18,16,1,10285
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,14,0,4921
E54000064,NHS Sussex Integrated Care Board,2021/22,7,1,544
E54000031,NHS South West London Integrated Care Board,2018/19,11,1,10576
E54000063,NHS Surrey Heartlands Integrated Care Board,2021/22,15,0,6997
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2018/19,2,0,5108
E54000034,NHS Frimley Integrated Care Board,2017/18,7,0,1095
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2017/18,20,1,23435
E54000054,NHS West Yorkshire Integrated Care Board,2018/19,23,1,15273
E54000064,NHS Sussex Integrated Care Board,2020/21,14,1,1327
E54000037,NHS Devon Integrated Care Board,2020/21,21,0,256
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2021/22,0,1,383
E54000027,NHS North West London Integrated Care Board,2018/19,4,1,4579
E54000032,NHS Kent and Medway Integrated Care Board,2017/18,20,1,13664
E54000051,NHS Humber and North Yorkshire Integrated Care Board,2020/21,8,1,18061
E54000013,NHS Lincolnshire Integrated Care Board,2018/19,7,1,338
E54000050,NHS North East and North Cumbria Integrated Care Board,2021/22,7,0,2404
E54000026,NHS Mid and South Essex Integrated Care Board,2019/20,17,0,3517
E54000038,NHS Somerset Integrated Care Board,2021/22,13,0,389
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2019/20,15,0,3491
E54000011,NHS Shropshire Telford and Wrekin Integrated Care Board,2020/21,3,0,656
E54000043,NHS Gloucestershire Integrated Care Board,2019/20,3,1,905
E54000057,NHS Greater Manchester Integrated Care Board,2021/22,21,0,19805
E54000062,NHS Black Country Integrated Care Board,2018/19,6,0,1313
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2018/19,1,0,6281
E54000029,NHS North East London Integrated Care Board,2020/21,19,0,16807
E54000027,NHS North West London Integrated Care Board,2018/19,2,0,2454
E54000037,NHS Devon Integrated Care Board,2017/18,21,1,9331
E54000026,NHS Mid and South Essex Integrated Care Board,2017/18,21,0,2202
E54000064,NHS Sussex Integrated Care Board,2021/22,9,0,1020
E54000031,NHS South West London Integrated Care Board,2019/20,22,1,8135
E54000042,NHS Hampshire and Isle of Wight Integrated Care Board,2017/18,8,0,9271
E54000044,NHS Buckinghamshire Oxfordshire and Berkshire West Integrated Care Board,2018/19,9,1,21287
E54000027,NHS North West London Integrated Care Board,2018/19,14,0,6229
E54000015,NHS Leicester Leicestershire and Rutland Integrated Care Board,2021/22,7,1,7873
E54000039,NHS Bristol North Somerset and South Gloucestershire Integrated Care Board,2021/22,7,1,5229
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,11,0,7636
E54000027,NHS North West London Integrated Care Board,2021/22,20,1,14428
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2017/18,19,1,9981
E54000025,NHS Hertfordshire and West Essex Integrated Care Board,2017/18,12,0,1746
E54000036,NHS Cornwall and the Isles of Scilly Integrated Care Board,2019/20,19,0,133
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2019/20,7,0,4401
E54000034,NHS Frimley Integrated Care Board,2018/19,6,1,2769
E54000061,NHS South Yorkshire Integrated Care Board,2018/19,16,1,15071
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2020/21,10,1,864
E54000041,NHS Dorset Integrated Care Board,2020/21,13,1,6218
E54000013,NHS Lincolnshire Integrated Care Board,2017/18,22,0,6955
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,0,1,1168
E54000018,NHS Coventry and Warwickshire Integrated Care Board,2018/19,4,0,816
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2020/21,11,0,7650
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,2021/22,1,0,1256
E54000024,NHS Bedfordshire Luton and Milton Keynes Integrated Care Board,2021/22,1,1,949
E54000057,NHS Greater Manchester Integrated Care Board,2018/19,2,1,188
E54000048,NHS Lancashire and South Cumbria Integrated Care Board,2017/18,10,1,485
E54000022,NHS Norfolk and Waveney Integrated Care Board,2019/20,7,1,7692
E54000056,NHS Cambridgeshire and Peterborough Integrated Care Board,2021/22,22,1,404
E54000029,NHS North East London Integrated Care Board,2017/18,16,0,8706
E54000028,NHS North Central London Integrated Care Board,2017/18,10,0,6785
