Integrated care boards Code,Integrated care boards,Ethnic group (20 categories) Code,Ethnic group (20 categories),Age (7 categories) Code,Age (7 categories),Observation
E54000022,NHS Norfolk and Waveney Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,7,Aged 30 years and over,896
E54000022,NHS Norfolk and Waveney Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Aged 4 years and under,427
E54000022,NHS Norfolk and Waveney Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Aged 5 to 15 years,841
E54000022,NHS Norfolk and Waveney Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Aged 16 to 17 years,139
E54000022,NHS Norfolk and Waveney Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Aged 18 to 20 years,246
E54000022,NHS Norfolk and Waveney Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Aged 21 to 24 years,307
E54000022,NHS Norfolk and Waveney Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Aged 25 to 29 years,307
E54000022,NHS Norfolk and Waveney Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Aged 30 years and over,1297
E54000022,NHS Norfolk and Waveney Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Aged 4 years and under,568
E54000022,NHS Norfolk and Waveney Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Aged 5 to 15 years,1130
E54000022,NHS Norfolk and Waveney Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Aged 16 to 17 years,186
E54000022,NHS Norfolk and Waveney Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Aged 18 to 20 years,226
E54000022,NHS Norfolk and Waveney Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Aged 21 to 24 years,318
E54000022,NHS Norfolk and Waveney Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Aged 25 to 29 years,335
E54000022,NHS Norfolk and Waveney Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Aged 30 years and over,1890
E54000022,NHS Norfolk and Waveney Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Aged 4 years and under,41016
E54000022,NHS Norfolk and Waveney Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Aged 5 to 15 years,104166
E54000022,NHS Norfolk and Waveney Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Aged 16 to 17 years,18157
E54000022,NHS Norfolk and Waveney Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Aged 18 to 20 years,27412
E54000022,NHS Norfolk and Waveney Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Aged 21 to 24 years,38253
E54000022,NHS Norfolk and Waveney Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Aged 25 to 29 years,49839
E54000022,NHS Norfolk and Waveney Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Aged 30 years and over,645915
E54000022,NHS Norfolk and Waveney Integrated Care Board,14,White: Irish,1,Aged 4 years and under,41
E54000022,NHS Norfolk and Waveney Integrated Care Board,14,White: Irish,2,Aged 5 to 15 years,141
E54000022,NHS Norfolk and Waveney Integrated Care Board,14,White: Irish,3,Aged 16 to 17 years,32
E54000022,NHS Norfolk and Waveney Integrated Care Board,14,White: Irish,4,Aged 18 to 20 years,95
E54000022,NHS Norfolk and Waveney Integrated Care Board,14,White: Irish,5,Aged 21 to 24 years,137
E54000022,NHS Norfolk and Waveney Integrated Care Board,14,White: Irish,6,Aged 25 to 29 years,175
E54000022,NHS Norfolk and Waveney Integrated Care Board,14,White: Irish,7,Aged 30 years and over,3940
E54000022,NHS Norfolk and Waveney Integrated Care Board,15,White: Gypsy or Irish Traveller,1,Aged 4 years and under,114
E54000022,NHS Norfolk and Waveney Integrated Care Board,15,White: Gypsy or Irish Traveller,2,Aged 5 to 15 years,279
E54000022,NHS Norfolk and Waveney Integrated Care Board,15,White: Gypsy or Irish Traveller,3,Aged 16 to 17 years,53
E54000022,NHS Norfolk and Waveney Integrated Care Board,15,White: Gypsy or Irish Traveller,4,Aged 18 to 20 years,43
E54000022,NHS Norfolk and Waveney Integrated Care Board,15,White: Gypsy or Irish Traveller,5,Aged 21 to 24 years,56
E54000022,NHS Norfolk and Waveney Integrated Care Board,15,White: Gypsy or Irish Traveller,6,Aged 25 to 29 years,107
E54000022,NHS Norfolk and Waveney Integrated Care Board,15,White: Gypsy or Irish Traveller,7,Aged 30 years and over,693
E54000022,NHS Norfolk and Waveney Integrated Care Board,16,White: Roma,1,Aged 4 years and under,39
E54000022,NHS Norfolk and Waveney Integrated Care Board,16,White: Roma,2,Aged 5 to 15 years,79
E54000022,NHS Norfolk and Waveney Integrated Care Board,16,White: Roma,3,Aged 16 to 17 years,8
E54000022,NHS Norfolk and Waveney Integrated Care Board,16,White: Roma,4,Aged 18 to 20 years,23
E54000022,NHS Norfolk and Waveney Integrated Care Board,16,White: Roma,5,Aged 21 to 24 years,42
E54000022,NHS Norfolk and Waveney Integrated Care Board,16,White: Roma,6,Aged 25 to 29 years,80
E54000022,NHS Norfolk and Waveney Integrated Care Board,16,White: Roma,7,Aged 30 years and over,530
E54000022,NHS Norfolk and Waveney Integrated Care Board,17,White: Other White,1,Aged 4 years and under,2306
E54000022,NHS Norfolk and Waveney Integrated Care Board,17,White: Other White,2,Aged 5 to 15 years,5620
E54000022,NHS Norfolk and Waveney Integrated Care Board,17,White: Other White,3,Aged 16 to 17 years,918
E54000022,NHS Norfolk and Waveney Integrated Care Board,17,White: Other White,4,Aged 18 to 20 years,1681
E54000022,NHS Norfolk and Waveney Integrated Care Board,17,White: Other White,5,Aged 21 to 24 years,2509
E54000022,NHS Norfolk and Waveney Integrated Care Board,17,White: Other White,6,Aged 25 to 29 years,4415
E54000022,NHS Norfolk and Waveney Integrated Care Board,17,White: Other White,7,Aged 30 years and over,31186
E54000022,NHS Norfolk and Waveney Integrated Care Board,18,Other ethnic group: Arab,1,Aged 4 years and under,190
E54000022,NHS Norfolk and Waveney Integrated Care Board,18,Other ethnic group: Arab,2,Aged 5 to 15 years,282
E54000022,NHS Norfolk and Waveney Integrated Care Board,18,Other ethnic group: Arab,3,Aged 16 to 17 years,41
E54000022,NHS Norfolk and Waveney Integrated Care Board,18,Other ethnic group: Arab,4,Aged 18 to 20 years,89
E54000022,NHS Norfolk and Waveney Integrated Care Board,18,Other ethnic group: Arab,5,Aged 21 to 24 years,80
E54000022,NHS Norfolk and Waveney Integrated Care Board,18,Other ethnic group: Arab,6,Aged 25 to 29 years,100
E54000022,NHS Norfolk and Waveney Integrated Care Board,18,Other ethnic group: Arab,7,Aged 30 years and over,692
E54000022,NHS Norfolk and Waveney Integrated Care Board,19,Other ethnic group: Any other ethnic group,1,Aged 4 years and under,317
E54000022,NHS Norfolk and Waveney Integrated Care Board,19,Other ethnic group: Any other ethnic group,2,Aged 5 to 15 years,801
E54000022,NHS Norfolk and Waveney Integrated Care Board,19,Other ethnic group: Any other ethnic group,3,Aged 16 to 17 years,121
E54000022,NHS Norfolk and Waveney Integrated Care Board,19,Other ethnic group: Any other ethnic group,4,Aged 18 to 20 years,251
E54000022,NHS Norfolk and Waveney Integrated Care Board,19,Other ethnic group: Any other ethnic group,5,Aged 21 to 24 years,311
E54000022,NHS Norfolk and Waveney Integrated Care Board,19,Other ethnic group: Any other ethnic group,6,Aged 25 to 29 years,445
E54000022,NHS Norfolk and Waveney Integrated Care Board,19,Other ethnic group: Any other ethnic group,7,Aged 30 years and over,3164
E54000023,NHS Suffolk and North East Essex Integrated Care Board,-8,Does not apply,1,Aged 4 years and under,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,-8,Does not apply,2,Aged 5 to 15 years,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,-8,Does not apply,3,Aged 16 to 17 years,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,-8,Does not apply,4,Aged 18 to 20 years,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,-8,Does not apply,5,Aged 21 to 24 years,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,-8,Does not apply,6,Aged 25 to 29 years,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,-8,Does not apply,7,Aged 30 years and over,0
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Aged 4 years and under,302
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Aged 5 to 15 years,676
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Aged 16 to 17 years,134
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Aged 18 to 20 years,212
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Aged 21 to 24 years,267
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Aged 25 to 29 years,288
E54000023,NHS Suffolk and North East Essex Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Aged 30 years and over,1667
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",1,Aged 4 years and under,119
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",2,Aged 5 to 15 years,523
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",3,Aged 16 to 17 years,154
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",4,Aged 18 to 20 years,228
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",5,Aged 21 to 24 years,454
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",6,Aged 25 to 29 years,306
E54000023,NHS Suffolk and North East Essex Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",7,Aged 30 years and over,2691
E54000023,NHS Suffolk and North East Essex Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",1,Aged 4 years and under,568
E54000023,NHS Suffolk and North East Essex Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",2,Aged 5 to 15 years,1412
E54000023,NHS Suffolk and North East Essex Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",3,Aged 16 to 17 years,195
E54000023,NHS Suffolk and North East Essex Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",4,Aged 18 to 20 years,265
E54000023,NHS Suffolk and North East Essex Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",5,Aged 21 to 24 years,334
E54000023,NHS Suffolk and North East Essex Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",6,Aged 25 to 29 years,574
E54000023,NHS Suffolk and North East Essex Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",7,Aged 30 years and over,5109
E54000023,NHS Suffolk and North East Essex Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",1,Aged 4 years and under,194
E54000023,NHS Suffolk and North East Essex Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",2,Aged 5 to 15 years,366
E54000023,NHS Suffolk and North East Essex Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",3,Aged 16 to 17 years,45
E54000023,NHS Suffolk and North East Essex Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",4,Aged 18 to 20 years,110
E54000023,NHS Suffolk and North East Essex Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",5,Aged 21 to 24 years,152
E54000023,NHS Suffolk and North East Essex Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",6,Aged 25 to 29 years,146
E54000023,NHS Suffolk and North East Essex Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",7,Aged 30 years and over,941
E54000023,NHS Suffolk and North East Essex Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",1,Aged 4 years and under,451
E54000023,NHS Suffolk and North East Essex Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",2,Aged 5 to 15 years,1284
E54000023,NHS Suffolk and North East Essex Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",3,Aged 16 to 17 years,239
E54000023,NHS Suffolk and North East Essex Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",4,Aged 18 to 20 years,401
E54000023,NHS Suffolk and North East Essex Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Aged 21 to 24 years,593
E54000023,NHS Suffolk and North East Essex Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Aged 25 to 29 years,895
E54000023,NHS Suffolk and North East Essex Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Aged 30 years and over,5661
E54000023,NHS Suffolk and North East Essex Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Aged 4 years and under,612
E54000023,NHS Suffolk and North East Essex Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Aged 5 to 15 years,1682
E54000023,NHS Suffolk and North East Essex Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Aged 16 to 17 years,289
E54000023,NHS Suffolk and North East Essex Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Aged 18 to 20 years,1099
E54000023,NHS Suffolk and North East Essex Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Aged 21 to 24 years,814
E54000023,NHS Suffolk and North East Essex Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Aged 25 to 29 years,734
E54000023,NHS Suffolk and North East Essex Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Aged 30 years and over,4968
E54000023,NHS Suffolk and North East Essex Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Aged 4 years and under,96
E54000023,NHS Suffolk and North East Essex Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Aged 5 to 15 years,255
E54000023,NHS Suffolk and North East Essex Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Aged 16 to 17 years,39
E54000023,NHS Suffolk and North East Essex Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Aged 18 to 20 years,183
E54000023,NHS Suffolk and North East Essex Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Aged 21 to 24 years,263
E54000023,NHS Suffolk and North East Essex Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Aged 25 to 29 years,349
E54000023,NHS Suffolk and North East Essex Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Aged 30 years and over,2755
E54000023,NHS Suffolk and North East Essex Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Aged 4 years and under,308
E54000023,NHS Suffolk and North East Essex Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Aged 5 to 15 years,711
E54000023,NHS Suffolk and North East Essex Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Aged 16 to 17 years,97
E54000023,NHS Suffolk and North East Essex Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Aged 18 to 20 years,184
E54000023,NHS Suffolk and North East Essex Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Aged 21 to 24 years,258
E54000023,NHS Suffolk and North East Essex Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Aged 25 to 29 years,254
E54000023,NHS Suffolk and North East Essex Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Aged 30 years and over,1367
E54000023,NHS Suffolk and North East Essex Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,1,Aged 4 years and under,797
E54000023,NHS Suffolk and North East Essex Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,2,Aged 5 to 15 years,1843
E54000023,NHS Suffolk and North East Essex Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,3,Aged 16 to 17 years,251
E54000023,NHS Suffolk and North East Essex Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,4,Aged 18 to 20 years,273
E54000023,NHS Suffolk and North East Essex Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,5,Aged 21 to 24 years,333
E54000023,NHS Suffolk and North East Essex Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,6,Aged 25 to 29 years,343
E54000023,NHS Suffolk and North East Essex Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,7,Aged 30 years and over,1783
E54000023,NHS Suffolk and North East Essex Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,1,Aged 4 years and under,724
E54000023,NHS Suffolk and North East Essex Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,2,Aged 5 to 15 years,1484
E54000023,NHS Suffolk and North East Essex Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,3,Aged 16 to 17 years,174
E54000023,NHS Suffolk and North East Essex Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,4,Aged 18 to 20 years,221
E54000023,NHS Suffolk and North East Essex Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,5,Aged 21 to 24 years,290
E54000023,NHS Suffolk and North East Essex Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,6,Aged 25 to 29 years,236
E54000023,NHS Suffolk and North East Essex Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,7,Aged 30 years and over,958
E54000023,NHS Suffolk and North East Essex Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Aged 4 years and under,1099
E54000023,NHS Suffolk and North East Essex Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Aged 5 to 15 years,2252
E54000023,NHS Suffolk and North East Essex Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Aged 16 to 17 years,323
E54000023,NHS Suffolk and North East Essex Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Aged 18 to 20 years,473
E54000023,NHS Suffolk and North East Essex Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Aged 21 to 24 years,577
E54000023,NHS Suffolk and North East Essex Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Aged 25 to 29 years,724
E54000023,NHS Suffolk and North East Essex Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Aged 30 years and over,2333
E54000023,NHS Suffolk and North East Essex Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Aged 4 years and under,848
E54000023,NHS Suffolk and North East Essex Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Aged 5 to 15 years,1823
E54000023,NHS Suffolk and North East Essex Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Aged 16 to 17 years,249
E54000023,NHS Suffolk and North East Essex Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Aged 18 to 20 years,372
E54000023,NHS Suffolk and North East Essex Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Aged 21 to 24 years,482
E54000023,NHS Suffolk and North East Essex Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Aged 25 to 29 years,505
E54000023,NHS Suffolk and North East Essex Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Aged 30 years and over,2612
E54000023,NHS Suffolk and North East Essex Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Aged 4 years and under,39816
E54000023,NHS Suffolk and North East Essex Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Aged 5 to 15 years,99555
E54000023,NHS Suffolk and North East Essex Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Aged 16 to 17 years,18141
E54000023,NHS Suffolk and North East Essex Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Aged 18 to 20 years,22658
E54000023,NHS Suffolk and North East Essex Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Aged 21 to 24 years,34435
E54000023,NHS Suffolk and North East Essex Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Aged 25 to 29 years,46611
E54000023,NHS Suffolk and North East Essex Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Aged 30 years and over,587050
E54000023,NHS Suffolk and North East Essex Integrated Care Board,14,White: Irish,1,Aged 4 years and under,57
E54000023,NHS Suffolk and North East Essex Integrated Care Board,14,White: Irish,2,Aged 5 to 15 years,184
E54000023,NHS Suffolk and North East Essex Integrated Care Board,14,White: Irish,3,Aged 16 to 17 years,38
E54000023,NHS Suffolk and North East Essex Integrated Care Board,14,White: Irish,4,Aged 18 to 20 years,93
E54000023,NHS Suffolk and North East Essex Integrated Care Board,14,White: Irish,5,Aged 21 to 24 years,195
E54000023,NHS Suffolk and North East Essex Integrated Care Board,14,White: Irish,6,Aged 25 to 29 years,225
E54000023,NHS Suffolk and North East Essex Integrated Care Board,14,White: Irish,7,Aged 30 years and over,5026
E54000023,NHS Suffolk and North East Essex Integrated Care Board,15,White: Gypsy or Irish Traveller,1,Aged 4 years and under,109
E54000023,NHS Suffolk and North East Essex Integrated Care Board,15,White: Gypsy or Irish Traveller,2,Aged 5 to 15 years,224
E54000023,NHS Suffolk and North East Essex Integrated Care Board,15,White: Gypsy or Irish Traveller,3,Aged 16 to 17 years,26
E54000023,NHS Suffolk and North East Essex Integrated Care Board,15,White: Gypsy or Irish Traveller,4,Aged 18 to 20 years,41
E54000023,NHS Suffolk and North East Essex Integrated Care Board,15,White: Gypsy or Irish Traveller,5,Aged 21 to 24 years,62
E54000023,NHS Suffolk and North East Essex Integrated Care Board,15,White: Gypsy or Irish Traveller,6,Aged 25 to 29 years,86
E54000023,NHS Suffolk and North East Essex Integrated Care Board,15,White: Gypsy or Irish Traveller,7,Aged 30 years and over,558
E54000023,NHS Suffolk and North East Essex Integrated Care Board,16,White: Roma,1,Aged 4 years and under,103
E54000023,NHS Suffolk and North East Essex Integrated Care Board,16,White: Roma,2,Aged 5 to 15 years,186
E54000023,NHS Suffolk and North East Essex Integrated Care Board,16,White: Roma,3,Aged 16 to 17 years,38
E54000023,NHS Suffolk and North East Essex Integrated Care Board,16,White: Roma,4,Aged 18 to 20 years,60
E54000023,NHS Suffolk and North East Essex Integrated Care Board,16,White: Roma,5,Aged 21 to 24 years,82
E54000023,NHS Suffolk and North East Essex Integrated Care Board,16,White: Roma,6,Aged 25 to 29 years,129
E54000023,NHS Suffolk and North East Essex Integrated Care Board,16,White: Roma,7,Aged 30 years and over,623
E54000023,NHS Suffolk and North East Essex Integrated Care Board,17,White: Other White,1,Aged 4 years and under,2619
E54000023,NHS Suffolk and North East Essex Integrated Care Board,17,White: Other White,2,Aged 5 to 15 years,5618
E54000023,NHS Suffolk and North East Essex Integrated Care Board,17,White: Other White,3,Aged 16 to 17 years,871
E54000023,NHS Suffolk and North East Essex Integrated Care Board,17,White: Other White,4,Aged 18 to 20 years,1848
E54000023,NHS Suffolk and North East Essex Integrated Care Board,17,White: Other White,5,Aged 21 to 24 years,3086
E54000023,NHS Suffolk and North East Essex Integrated Care Board,17,White: Other White,6,Aged 25 to 29 years,4684
E54000023,NHS Suffolk and North East Essex Integrated Care Board,17,White: Other White,7,Aged 30 years and over,30540
E54000023,NHS Suffolk and North East Essex Integrated Care Board,18,Other ethnic group: Arab,1,Aged 4 years and under,131
E54000023,NHS Suffolk and North East Essex Integrated Care Board,18,Other ethnic group: Arab,2,Aged 5 to 15 years,263
E54000023,NHS Suffolk and North East Essex Integrated Care Board,18,Other ethnic group: Arab,3,Aged 16 to 17 years,46
E54000023,NHS Suffolk and North East Essex Integrated Care Board,18,Other ethnic group: Arab,4,Aged 18 to 20 years,102
E54000023,NHS Suffolk and North East Essex Integrated Care Board,18,Other ethnic group: Arab,5,Aged 21 to 24 years,92
E54000023,NHS Suffolk and North East Essex Integrated Care Board,18,Other ethnic group: Arab,6,Aged 25 to 29 years,88
E54000023,NHS Suffolk and North East Essex Integrated Care Board,18,Other ethnic group: Arab,7,Aged 30 years and over,822
E54000023,NHS Suffolk and North East Essex Integrated Care Board,19,Other ethnic group: Any other ethnic group,1,Aged 4 years and under,586
E54000023,NHS Suffolk and North East Essex Integrated Care Board,19,Other ethnic group: Any other ethnic group,2,Aged 5 to 15 years,1238
E54000023,NHS Suffolk and North East Essex Integrated Care Board,19,Other ethnic group: Any other ethnic group,3,Aged 16 to 17 years,231
E54000023,NHS Suffolk and North East Essex Integrated Care Board,19,Other ethnic group: Any other ethnic group,4,Aged 18 to 20 years,440
E54000023,NHS Suffolk and North East Essex Integrated Care Board,19,Other ethnic group: Any other ethnic group,5,Aged 21 to 24 years,637
E54000023,NHS Suffolk and North East Essex Integrated Care Board,19,Other ethnic group: Any other ethnic group,6,Aged 25 to 29 years,763
E54000023,NHS Suffolk and North East Essex Integrated Care Board,19,Other ethnic group: Any other ethnic group,7,Aged 30 years and over,4552
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",-8,Does not apply,1,Aged 4 years and under,0
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",-8,Does not apply,2,Aged 5 to 15 years,0
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",-8,Does not apply,3,Aged 16 to 17 years,0
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",-8,Does not apply,4,Aged 18 to 20 years,0
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",-8,Does not apply,5,Aged 21 to 24 years,0
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",-8,Does not apply,6,Aged 25 to 29 years,0
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",-8,Does not apply,7,Aged 30 years and over,0
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Aged 4 years and under,2606
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Aged 5 to 15 years,6514
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Aged 16 to 17 years,1264
E54000024,"NHS Bedfordshire, Luton and Milton Keynes Integrated Care Board",1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Aged 18 to 20 years,1507
