Integrated care boards Code,Integrated care boards,Ethnic group (20 categories) Code,Ethnic group (20 categories),Age (7 categories) Code,Age (7 categories),Observation
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Aged 21 to 24 years,1113
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Aged 25 to 29 years,1011
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Aged 30 years and over,6612
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Aged 4 years and under,1847
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Aged 5 to 15 years,4421
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Aged 16 to 17 years,656
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Aged 18 to 20 years,2837
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Aged 21 to 24 years,1786
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Aged 25 to 29 years,1570
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Aged 30 years and over,10875
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Aged 4 years and under,380
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Aged 5 to 15 years,1101
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Aged 16 to 17 years,243
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Aged 18 to 20 years,658
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Aged 21 to 24 years,690
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Aged 25 to 29 years,784
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Aged 30 years and over,8748
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Aged 4 years and under,614
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Aged 5 to 15 years,1548
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Aged 16 to 17 years,216
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Aged 18 to 20 years,323
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Aged 21 to 24 years,250
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Aged 25 to 29 years,257
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Aged 30 years and over,2337
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,1,Aged 4 years and under,1153
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,2,Aged 5 to 15 years,2437
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,3,Aged 16 to 17 years,311
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,4,Aged 18 to 20 years,899
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,5,Aged 21 to 24 years,749
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,6,Aged 25 to 29 years,506
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,7,Aged 30 years and over,1909
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,1,Aged 4 years and under,648
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,2,Aged 5 to 15 years,1323
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,3,Aged 16 to 17 years,165
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,4,Aged 18 to 20 years,404
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,5,Aged 21 to 24 years,272
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,6,Aged 25 to 29 years,216
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,7,Aged 30 years and over,906
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Aged 4 years and under,2392
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Aged 5 to 15 years,5203
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Aged 16 to 17 years,820
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Aged 18 to 20 years,1316
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Aged 21 to 24 years,1429
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Aged 25 to 29 years,1466
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Aged 30 years and over,4706
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Aged 4 years and under,942
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Aged 5 to 15 years,1844
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Aged 16 to 17 years,253
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Aged 18 to 20 years,603
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Aged 21 to 24 years,585
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Aged 25 to 29 years,478
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Aged 30 years and over,2230
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Aged 4 years and under,42135
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Aged 5 to 15 years,106194
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Aged 16 to 17 years,18290
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Aged 18 to 20 years,41009
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Aged 21 to 24 years,46563
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Aged 25 to 29 years,54325
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Aged 30 years and over,606353
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,14,White: Irish,1,Aged 4 years and under,93
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,14,White: Irish,2,Aged 5 to 15 years,195
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,14,White: Irish,3,Aged 16 to 17 years,26
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,14,White: Irish,4,Aged 18 to 20 years,298
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,14,White: Irish,5,Aged 21 to 24 years,254
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,14,White: Irish,6,Aged 25 to 29 years,324
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,14,White: Irish,7,Aged 30 years and over,5190
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,15,White: Gypsy or Irish Traveller,1,Aged 4 years and under,96
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,15,White: Gypsy or Irish Traveller,2,Aged 5 to 15 years,184
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,15,White: Gypsy or Irish Traveller,3,Aged 16 to 17 years,24
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,15,White: Gypsy or Irish Traveller,4,Aged 18 to 20 years,51
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,15,White: Gypsy or Irish Traveller,5,Aged 21 to 24 years,67
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,15,White: Gypsy or Irish Traveller,6,Aged 25 to 29 years,85
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,15,White: Gypsy or Irish Traveller,7,Aged 30 years and over,495
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16,White: Roma,1,Aged 4 years and under,216
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16,White: Roma,2,Aged 5 to 15 years,190
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16,White: Roma,3,Aged 16 to 17 years,29
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16,White: Roma,4,Aged 18 to 20 years,77
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16,White: Roma,5,Aged 21 to 24 years,158
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16,White: Roma,6,Aged 25 to 29 years,262
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,16,White: Roma,7,Aged 30 years and over,761
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,17,White: Other White,1,Aged 4 years and under,2986
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,17,White: Other White,2,Aged 5 to 15 years,6420
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,17,White: Other White,3,Aged 16 to 17 years,894
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,17,White: Other White,4,Aged 18 to 20 years,2970
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,17,White: Other White,5,Aged 21 to 24 years,3484
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,17,White: Other White,6,Aged 25 to 29 years,5987
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,17,White: Other White,7,Aged 30 years and over,33970
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,18,Other ethnic group: Arab,1,Aged 4 years and under,519
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,18,Other ethnic group: Arab,2,Aged 5 to 15 years,1031
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,18,Other ethnic group: Arab,3,Aged 16 to 17 years,124
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,18,Other ethnic group: Arab,4,Aged 18 to 20 years,564
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,18,Other ethnic group: Arab,5,Aged 21 to 24 years,429
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,18,Other ethnic group: Arab,6,Aged 25 to 29 years,412
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,18,Other ethnic group: Arab,7,Aged 30 years and over,2147
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19,Other ethnic group: Any other ethnic group,1,Aged 4 years and under,795
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19,Other ethnic group: Any other ethnic group,2,Aged 5 to 15 years,1850
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19,Other ethnic group: Any other ethnic group,3,Aged 16 to 17 years,260
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19,Other ethnic group: Any other ethnic group,4,Aged 18 to 20 years,658
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19,Other ethnic group: Any other ethnic group,5,Aged 21 to 24 years,736
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19,Other ethnic group: Any other ethnic group,6,Aged 25 to 29 years,990
E54000060,NHS Nottingham and Nottinghamshire Integrated Care Board,19,Other ethnic group: Any other ethnic group,7,Aged 30 years and over,6232
E54000061,NHS South Yorkshire Integrated Care Board,-8,Does not apply,1,Aged 4 years and under,0
E54000061,NHS South Yorkshire Integrated Care Board,-8,Does not apply,2,Aged 5 to 15 years,0
E54000061,NHS South Yorkshire Integrated Care Board,-8,Does not apply,3,Aged 16 to 17 years,0
E54000061,NHS South Yorkshire Integrated Care Board,-8,Does not apply,4,Aged 18 to 20 years,0
E54000061,NHS South Yorkshire Integrated Care Board,-8,Does not apply,5,Aged 21 to 24 years,0
E54000061,NHS South Yorkshire Integrated Care Board,-8,Does not apply,6,Aged 25 to 29 years,0
E54000061,NHS South Yorkshire Integrated Care Board,-8,Does not apply,7,Aged 30 years and over,0
E54000061,NHS South Yorkshire Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",1,Aged 4 years and under,353
E54000061,NHS South Yorkshire Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",2,Aged 5 to 15 years,1011
E54000061,NHS South Yorkshire Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",3,Aged 16 to 17 years,171
E54000061,NHS South Yorkshire Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",4,Aged 18 to 20 years,272
E54000061,NHS South Yorkshire Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",5,Aged 21 to 24 years,334
E54000061,NHS South Yorkshire Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",6,Aged 25 to 29 years,356
E54000061,NHS South Yorkshire Integrated Care Board,1,"Asian, Asian British or Asian Welsh: Bangladeshi",7,Aged 30 years and over,2112
E54000061,NHS South Yorkshire Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",1,Aged 4 years and under,280
E54000061,NHS South Yorkshire Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",2,Aged 5 to 15 years,1002
E54000061,NHS South Yorkshire Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",3,Aged 16 to 17 years,130
E54000061,NHS South Yorkshire Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",4,Aged 18 to 20 years,857
E54000061,NHS South Yorkshire Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",5,Aged 21 to 24 years,2153
E54000061,NHS South Yorkshire Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",6,Aged 25 to 29 years,1375
E54000061,NHS South Yorkshire Integrated Care Board,2,"Asian, Asian British or Asian Welsh: Chinese",7,Aged 30 years and over,3926
E54000061,NHS South Yorkshire Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",1,Aged 4 years and under,648
E54000061,NHS South Yorkshire Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",2,Aged 5 to 15 years,1458
E54000061,NHS South Yorkshire Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",3,Aged 16 to 17 years,196
E54000061,NHS South Yorkshire Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",4,Aged 18 to 20 years,669
E54000061,NHS South Yorkshire Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",5,Aged 21 to 24 years,1044
E54000061,NHS South Yorkshire Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",6,Aged 25 to 29 years,977
E54000061,NHS South Yorkshire Integrated Care Board,3,"Asian, Asian British or Asian Welsh: Indian",7,Aged 30 years and over,5901
E54000061,NHS South Yorkshire Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",1,Aged 4 years and under,3457
E54000061,NHS South Yorkshire Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",2,Aged 5 to 15 years,8667
E54000061,NHS South Yorkshire Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",3,Aged 16 to 17 years,1612
E54000061,NHS South Yorkshire Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",4,Aged 18 to 20 years,2455
E54000061,NHS South Yorkshire Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",5,Aged 21 to 24 years,2627
E54000061,NHS South Yorkshire Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",6,Aged 25 to 29 years,3237
E54000061,NHS South Yorkshire Integrated Care Board,4,"Asian, Asian British or Asian Welsh: Pakistani",7,Aged 30 years and over,19135
E54000061,NHS South Yorkshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",1,Aged 4 years and under,875
E54000061,NHS South Yorkshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",2,Aged 5 to 15 years,2096
E54000061,NHS South Yorkshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",3,Aged 16 to 17 years,306
E54000061,NHS South Yorkshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",4,Aged 18 to 20 years,689
E54000061,NHS South Yorkshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",5,Aged 21 to 24 years,854
E54000061,NHS South Yorkshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",6,Aged 25 to 29 years,1080
E54000061,NHS South Yorkshire Integrated Care Board,5,"Asian, Asian British or Asian Welsh: Other Asian",7,Aged 30 years and over,6803
E54000061,NHS South Yorkshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",1,Aged 4 years and under,2050
E54000061,NHS South Yorkshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",2,Aged 5 to 15 years,4748
E54000061,NHS South Yorkshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",3,Aged 16 to 17 years,758
E54000061,NHS South Yorkshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",4,Aged 18 to 20 years,1170
E54000061,NHS South Yorkshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",5,Aged 21 to 24 years,1644
E54000061,NHS South Yorkshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",6,Aged 25 to 29 years,2014
E54000061,NHS South Yorkshire Integrated Care Board,6,"Black, Black British, Black Welsh, Caribbean or African: African",7,Aged 30 years and over,11951
E54000061,NHS South Yorkshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",1,Aged 4 years and under,125
E54000061,NHS South Yorkshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",2,Aged 5 to 15 years,412
E54000061,NHS South Yorkshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",3,Aged 16 to 17 years,132
E54000061,NHS South Yorkshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",4,Aged 18 to 20 years,193
E54000061,NHS South Yorkshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",5,Aged 21 to 24 years,276
E54000061,NHS South Yorkshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",6,Aged 25 to 29 years,339
E54000061,NHS South Yorkshire Integrated Care Board,7,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",7,Aged 30 years and over,4340
E54000061,NHS South Yorkshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",1,Aged 4 years and under,532
E54000061,NHS South Yorkshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",2,Aged 5 to 15 years,1271
E54000061,NHS South Yorkshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",3,Aged 16 to 17 years,158
E54000061,NHS South Yorkshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",4,Aged 18 to 20 years,176
E54000061,NHS South Yorkshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",5,Aged 21 to 24 years,163
E54000061,NHS South Yorkshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",6,Aged 25 to 29 years,170
E54000061,NHS South Yorkshire Integrated Care Board,8,"Black, Black British, Black Welsh, Caribbean or African: Other Black",7,Aged 30 years and over,1361
E54000061,NHS South Yorkshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,1,Aged 4 years and under,1268
E54000061,NHS South Yorkshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,2,Aged 5 to 15 years,2753
E54000061,NHS South Yorkshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,3,Aged 16 to 17 years,376
E54000061,NHS South Yorkshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,4,Aged 18 to 20 years,596
E54000061,NHS South Yorkshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,5,Aged 21 to 24 years,652
E54000061,NHS South Yorkshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,6,Aged 25 to 29 years,583
E54000061,NHS South Yorkshire Integrated Care Board,9,Mixed or Multiple ethnic groups: White and Asian,7,Aged 30 years and over,2089
E54000061,NHS South Yorkshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,1,Aged 4 years and under,689
E54000061,NHS South Yorkshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,2,Aged 5 to 15 years,1479
E54000061,NHS South Yorkshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,3,Aged 16 to 17 years,180
E54000061,NHS South Yorkshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,4,Aged 18 to 20 years,246
E54000061,NHS South Yorkshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,5,Aged 21 to 24 years,265
E54000061,NHS South Yorkshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,6,Aged 25 to 29 years,212
E54000061,NHS South Yorkshire Integrated Care Board,10,Mixed or Multiple ethnic groups: White and Black African,7,Aged 30 years and over,1052
E54000061,NHS South Yorkshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,1,Aged 4 years and under,1615
E54000061,NHS South Yorkshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,2,Aged 5 to 15 years,3069
E54000061,NHS South Yorkshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,3,Aged 16 to 17 years,532
E54000061,NHS South Yorkshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,4,Aged 18 to 20 years,729
E54000061,NHS South Yorkshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,5,Aged 21 to 24 years,1023
E54000061,NHS South Yorkshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,6,Aged 25 to 29 years,1154
E54000061,NHS South Yorkshire Integrated Care Board,11,Mixed or Multiple ethnic groups: White and Black Caribbean,7,Aged 30 years and over,3146
E54000061,NHS South Yorkshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,1,Aged 4 years and under,1020
E54000061,NHS South Yorkshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,2,Aged 5 to 15 years,1757
E54000061,NHS South Yorkshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,3,Aged 16 to 17 years,245
E54000061,NHS South Yorkshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,4,Aged 18 to 20 years,411
E54000061,NHS South Yorkshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,5,Aged 21 to 24 years,503
E54000061,NHS South Yorkshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,6,Aged 25 to 29 years,514
E54000061,NHS South Yorkshire Integrated Care Board,12,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,7,Aged 30 years and over,2298
E54000061,NHS South Yorkshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",1,Aged 4 years and under,56442
E54000061,NHS South Yorkshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",2,Aged 5 to 15 years,134756
E54000061,NHS South Yorkshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",3,Aged 16 to 17 years,23661
E54000061,NHS South Yorkshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",4,Aged 18 to 20 years,40544
E54000061,NHS South Yorkshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",5,Aged 21 to 24 years,58030
E54000061,NHS South Yorkshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",6,Aged 25 to 29 years,72129
E54000061,NHS South Yorkshire Integrated Care Board,13,"White: English, Welsh, Scottish, Northern Irish or British",7,Aged 30 years and over,757116
E54000061,NHS South Yorkshire Integrated Care Board,14,White: Irish,1,Aged 4 years and under,43
E54000061,NHS South Yorkshire Integrated Care Board,14,White: Irish,2,Aged 5 to 15 years,177
E54000061,NHS South Yorkshire Integrated Care Board,14,White: Irish,3,Aged 16 to 17 years,44
E54000061,NHS South Yorkshire Integrated Care Board,14,White: Irish,4,Aged 18 to 20 years,135
E54000061,NHS South Yorkshire Integrated Care Board,14,White: Irish,5,Aged 21 to 24 years,224
E54000061,NHS South Yorkshire Integrated Care Board,14,White: Irish,6,Aged 25 to 29 years,275
E54000061,NHS South Yorkshire Integrated Care Board,14,White: Irish,7,Aged 30 years and over,4032
E54000061,NHS South Yorkshire Integrated Care Board,15,White: Gypsy or Irish Traveller,1,Aged 4 years and under,166
E54000061,NHS South Yorkshire Integrated Care Board,15,White: Gypsy or Irish Traveller,2,Aged 5 to 15 years,326
E54000061,NHS South Yorkshire Integrated Care Board,15,White: Gypsy or Irish Traveller,3,Aged 16 to 17 years,109
